make,vehicle_class,engine_size,cylinders,transmission,fuel_type,fuel_consumption_comb,co2_emissions
BMW,FULL-SIZE,3.0,6,AS8,Z,10.3,237
BMW,FULL-SIZE,4.4,8,AS8,Z,12.8,294
BMW,FULL-SIZE,4.4,8,AS8,Z,12.8,294
BMW,FULL-SIZE,6.0,12,AS8,Z,15.5,356
BMW,COMPACT,3.0,6,AS8,Z,8.7,200
BMW,MID-SIZE,3.0,6,AS8,Z,9.4,216
BMW,FULL-SIZE,3.0,6,AS8,Z,9.3,214
BMW,COMPACT,4.4,8,AS8,Z,12.8,294
BMW,FULL-SIZE,4.4,8,AS8,Z,12.8,294
BMW,FULL-SIZE,4.4,8,AS8,Z,12.8,294
BMW,SUBCOMPACT,3.0,6,AS8,Z,10.2,235
BMW,SUBCOMPACT,3.0,6,M6,Z,10.8,248
BMW,SUBCOMPACT,3.0,6,AS8,Z,10.2,235
BMW,SUBCOMPACT,3.0,6,M6,Z,10.4,239
BMW,SUBCOMPACT,3.0,6,AS8,Z,10.0,230
BMW,COMPACT,3.0,6,AM7,Z,12.1,278
BMW,COMPACT,3.0,6,M6,Z,11.6,267
BMW,SUBCOMPACT,3.0,6,AM7,Z,12.1,278
BMW,SUBCOMPACT,3.0,6,M6,Z,11.8,271
BMW,COMPACT,3.0,6,AM7,Z,12.1,278
BMW,COMPACT,3.0,6,M6,Z,11.6,267
BMW,MID-SIZE,4.4,8,AM7,Z,14.7,338
BMW,MID-SIZE,4.4,8,M6,Z,13.7,315
BMW,SUBCOMPACT,4.4,8,AM7,Z,14.7,338
BMW,SUBCOMPACT,4.4,8,M6,Z,13.7,315
BMW,COMPACT,4.4,8,AM7,Z,14.7,338
BMW,COMPACT,4.4,8,M6,Z,13.7,315
BMW,COMPACT,4.4,8,AM7,Z,14.7,338
BMW,COMPACT,4.4,8,M6,Z,13.7,315
BMW,SUV - SMALL,2.0,4,AS8,Z,9.1,209
BMW,SUV - SMALL,3.0,6,AS8,Z,11.2,258
BMW,SUV - SMALL,2.0,4,AS8,D,7.9,213
BMW,SUV - SMALL,2.0,4,AS8,Z,9.9,228
BMW,SUV - SMALL,3.0,6,AS8,Z,10.9,251
BMW,SUV - SMALL,2.0,4,AS8,Z,10.2,235
BMW,SUV - SMALL,3.0,6,AS8,Z,10.9,251
BMW,SUV - STANDARD,4.4,8,AS8,Z,14.6,336
BMW,SUV - STANDARD,3.0,6,AS8,D,8.7,235
BMW,SUV - STANDARD,3.0,6,AS8,Z,11.1,255
BMW,SUV - STANDARD,4.4,8,AS8,Z,13.8,317
BMW,SUV - STANDARD,4.4,8,AS8,Z,14.6,336
BMW,SUV - STANDARD,3.0,6,AS8,Z,11.1,255
BMW,SUV - STANDARD,4.4,8,AS8,Z,13.8,317
BMW,TWO-SEATER,2.0,4,AS8,Z,9.1,209
BMW,TWO-SEATER,2.0,4,M6,Z,9.0,207
BMW,TWO-SEATER,3.0,6,AM7,Z,12.1,278
BMW,TWO-SEATER,3.0,6,M6,Z,11.0,253
BMW,TWO-SEATER,3.0,6,AM7,Z,12.1,278
BUICK,SUV - STANDARD,3.6,6,A6,X,12.3,283
BUICK,SUV - STANDARD,3.6,6,A6,X,12.6,290
BUICK,SUV - SMALL,1.4,4,AS6,X,8.5,196
BUICK,SUV - SMALL,1.4,4,AS6,X,9.2,212
BUICK,MID-SIZE,3.6,6,AS6,X,11.4,262
BUICK,MID-SIZE,3.6,6,AS6,E,15.8,253
BUICK,MID-SIZE,3.6,6,AS6,X,11.7,269
BUICK,MID-SIZE,3.6,6,AS6,E,15.9,254
BUICK,MID-SIZE,2.4,4,AS6,X,8.2,189
BUICK,MID-SIZE,2.0,4,AS6,Z,9.8,225
BUICK,MID-SIZE,2.0,4,M6,Z,9.8,225
BUICK,MID-SIZE,2.0,4,AS6,Z,10.7,246
BUICK,MID-SIZE,2.4,4,AS6,X,8.2,189
BUICK,COMPACT,2.0,4,AS6,Z,9.8,225
BUICK,COMPACT,2.0,4,M6,Z,9.8,225
BUICK,COMPACT,2.4,4,AS6,X,9.4,216
CADILLAC,COMPACT,2.0,4,AS6,Z,9.7,223
CADILLAC,COMPACT,2.0,4,M6,Z,10.3,237
CADILLAC,COMPACT,2.5,4,AS6,X,9.3,214
CADILLAC,COMPACT,3.6,6,AS6,X,10.8,248
CADILLAC,COMPACT,2.0,4,AS6,Z,10.2,235
CADILLAC,COMPACT,3.6,6,AS6,X,11.0,253
CADILLAC,MID-SIZE,2.0,4,AS6,Z,9.9,228
CADILLAC,MID-SIZE,3.6,6,AS8,X,10.7,246
CADILLAC,MID-SIZE,2.0,4,AS6,Z,10.6,244
CADILLAC,MID-SIZE,3.6,6,AS6,X,11.0,253
CADILLAC,MID-SIZE,3.6,6,AS8,Z,12.7,292
CADILLAC,SUV - STANDARD,6.2,8,A6,Z,14.0,322
CADILLAC,SUV - STANDARD,6.2,8,A8,Z,13.8,317
CADILLAC,SUV - STANDARD,6.2,8,A6,Z,14.5,334
CADILLAC,SUV - STANDARD,6.2,8,A8,Z,14.3,329
CADILLAC,SUV - STANDARD,3.6,6,AS6,X,12.3,283
CADILLAC,SUV - STANDARD,3.6,6,AS6,X,12.8,294
CADILLAC,FULL-SIZE,3.6,6,AS6,X,11.3,260
CADILLAC,FULL-SIZE,3.6,6,AS6,X,11.6,267
CADILLAC,FULL-SIZE,3.6,6,AS6,Z,12.6,290
CHEVROLET,COMPACT,3.6,6,AS6,X,11.3,260
CHEVROLET,COMPACT,3.6,6,M6,X,11.5,265
CHEVROLET,COMPACT,6.2,8,AS6,Z,12.8,294
CHEVROLET,COMPACT,6.2,8,M6,Z,12.7,292
CHEVROLET,COMPACT,3.6,6,AS6,X,10.5,242
CHEVROLET,COMPACT,6.2,8,M6,Z,15.5,357
CHEVROLET,COMPACT,6.2,8,AS6,Z,16.8,386
CHEVROLET,COMPACT,6.2,8,M6,Z,14.7,338
CHEVROLET,SPECIAL PURPOSE VEHICLE,2.0,4,AV,X,9.4,216
CHEVROLET,PICKUP TRUCK - SMALL,2.5,4,A6,X,10.5,242
CHEVROLET,PICKUP TRUCK - SMALL,2.5,4,M6,X,10.8,248
CHEVROLET,PICKUP TRUCK - SMALL,3.6,6,A6,X,11.3,260
CHEVROLET,PICKUP TRUCK - SMALL,2.5,4,A6,X,11.3,260
CHEVROLET,PICKUP TRUCK - SMALL,3.6,6,A6,X,11.8,271
CHEVROLET,TWO-SEATER,6.2,8,AS8,Z,11.7,269
CHEVROLET,TWO-SEATER,6.2,8,M7,Z,11.2,258
CHEVROLET,TWO-SEATER,6.2,8,AS8,Z,14.3,329
CHEVROLET,TWO-SEATER,6.2,8,M7,Z,13.4,308
CHEVROLET,MID-SIZE,1.4,4,AS6,X,7.8,179
CHEVROLET,MID-SIZE,1.4,4,M6,X,7.8,179
CHEVROLET,MID-SIZE,1.8,4,AS6,X,8.8,202
CHEVROLET,MID-SIZE,1.8,4,M6,X,8.1,186
CHEVROLET,MID-SIZE,2.0,4,AS6,D,7.1,192
CHEVROLET,MID-SIZE,1.4,4,A6,X,7.7,177
CHEVROLET,MID-SIZE,1.4,4,M6,X,7.1,163
CHEVROLET,SUV - SMALL,2.4,4,A6,X,9.1,209
CHEVROLET,SUV - SMALL,2.4,4,A6,X,9.1,209
CHEVROLET,SUV - SMALL,2.4,4,A6,E,13.4,214
CHEVROLET,SUV - SMALL,3.6,6,A6,X,12.1,278
CHEVROLET,SUV - SMALL,2.4,4,A6,X,10.0,230
CHEVROLET,SUV - SMALL,2.4,4,A6,X,10.0,230
CHEVROLET,SUV - SMALL,2.4,4,A6,E,14.2,227
CHEVROLET,SUV - SMALL,3.6,6,A6,X,12.6,290
CHEVROLET,VAN - PASSENGER,4.8,8,A6,X,18.0,414
CHEVROLET,VAN - PASSENGER,6.0,8,A6,X,18.8,432
CHEVROLET,VAN - PASSENGER,6.0,8,A6,X,18.8,432
CHEVROLET,VAN - PASSENGER,6.0,8,A6,E,25.9,414
CHEVROLET,VAN - PASSENGER,4.8,8,A6,X,18.1,416
CHEVROLET,VAN - PASSENGER,6.0,8,A6,X,19.0,437
CHEVROLET,VAN - PASSENGER,6.0,8,A6,X,19.0,437
CHEVROLET,VAN - PASSENGER,6.0,8,A6,E,26.1,418
CHEVROLET,FULL-SIZE,2.5,4,AS6,X,9.2,212
CHEVROLET,FULL-SIZE,3.6,6,AS6,X,10.6,244
CHEVROLET,FULL-SIZE,3.6,6,AS6,E,14.5,232
CHEVROLET,MID-SIZE,2.0,4,AS6,Z,9.8,225
CHEVROLET,MID-SIZE,2.5,4,AS6,X,8.0,184
CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,A6,X,11.9,274
CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,A6,E,17.1,274
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,A6,X,12.7,292
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,A6,E,17.2,275
CHEVROLET,PICKUP TRUCK - STANDARD,6.2,8,A8,Z,14.0,322
CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,A6,X,12.5,288
CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,A6,E,18.0,288
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,A6,X,13.0,299
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,A6,E,17.5,280
CHEVROLET,PICKUP TRUCK - STANDARD,6.2,8,A8,Z,14.2,327
CHEVROLET,COMPACT,1.4,4,AS6,X,8.0,184
CHEVROLET,COMPACT,1.4,4,M6,X,7.5,173
CHEVROLET,COMPACT,1.8,4,AS6,X,8.3,191
CHEVROLET,COMPACT,1.8,4,M5,X,8.0,184
CHEVROLET,COMPACT,1.4,4,AS6,X,8.3,191
CHEVROLET,COMPACT,1.4,4,M6,X,8.0,184
CHEVROLET,MID-SIZE,1.4,4,AS6,X,8.0,184
CHEVROLET,MID-SIZE,1.4,4,M6,X,7.5,173
CHEVROLET,MID-SIZE,1.8,4,AS6,X,8.3,191
CHEVROLET,MID-SIZE,1.8,4,M5,X,8.0,184
CHEVROLET,MID-SIZE,1.4,4,AS6,X,8.3,191
CHEVROLET,MID-SIZE,1.4,4,M6,X,8.0,184
CHEVROLET,SUBCOMPACT,1.2,4,AV,X,7.0,161
CHEVROLET,SUBCOMPACT,1.2,4,M5,X,6.8,156
CHEVROLET,SUV - STANDARD,5.3,8,A6,X,12.7,292
CHEVROLET,SUV - STANDARD,5.3,8,A6,E,17.2,275
CHEVROLET,SUV - STANDARD,5.3,8,A6,X,13.3,306
CHEVROLET,SUV - STANDARD,5.3,8,A6,E,19.1,306
CHEVROLET,SUV - STANDARD,5.3,8,A6,X,12.7,292
CHEVROLET,SUV - STANDARD,5.3,8,A6,E,17.2,275
CHEVROLET,SUV - STANDARD,5.3,8,A6,X,13.0,299
CHEVROLET,SUV - STANDARD,5.3,8,A6,E,17.6,282
CHEVROLET,SUV - STANDARD,3.6,6,A6,X,12.3,283
CHEVROLET,SUV - STANDARD,3.6,6,A6,X,12.6,290
CHEVROLET,SUV - SMALL,1.4,4,AS6,X,8.2,189
CHEVROLET,SUV - SMALL,1.4,4,M6,X,8.1,186
CHEVROLET,SUV - SMALL,1.4,4,AS6,X,8.7,200
CHRYSLER,MID-SIZE,2.4,4,A9,X,8.5,196
CHRYSLER,MID-SIZE,2.4,4,A9,X,8.5,196
CHRYSLER,MID-SIZE,2.4,4,A9,E,11.3,181
CHRYSLER,MID-SIZE,3.6,6,A9,X,10.2,235
CHRYSLER,MID-SIZE,3.6,6,A9,X,10.2,235
CHRYSLER,MID-SIZE,3.6,6,A9,E,13.6,218
CHRYSLER,MID-SIZE,3.6,6,A9,X,10.7,246
CHRYSLER,MID-SIZE,3.6,6,A9,X,10.7,246
CHRYSLER,MID-SIZE,3.6,6,A9,E,14.1,226
CHRYSLER,FULL-SIZE,3.6,6,A8,X,10.3,237
CHRYSLER,FULL-SIZE,3.6,6,A8,X,10.3,237
CHRYSLER,FULL-SIZE,3.6,6,A8,E,13.9,222
CHRYSLER,FULL-SIZE,5.7,8,A8,X,12.3,283
CHRYSLER,FULL-SIZE,3.6,6,A8,X,10.9,251
CHRYSLER,FULL-SIZE,3.6,6,A8,X,10.9,251
CHRYSLER,FULL-SIZE,3.6,6,A8,E,14.8,237
CHRYSLER,MINIVAN,3.6,6,A6,X,12.0,276
CHRYSLER,MINIVAN,3.6,6,A6,E,16.8,269
DODGE,MID-SIZE,3.6,6,A8,X,10.3,237
DODGE,MID-SIZE,5.7,8,M6,X,13.1,301
DODGE,MID-SIZE,6.4,8,M6,Z,13.9,320
DODGE,MID-SIZE,5.7,8,A8,X,12.3,283
DODGE,MID-SIZE,6.4,8,A8,Z,12.9,297
DODGE,MID-SIZE,6.4,8,M6,Z,13.9,320
DODGE,MID-SIZE,6.4,8,A8,Z,12.9,297
DODGE,MID-SIZE,6.2,8,A8,Z,14.7,338
DODGE,MID-SIZE,6.2,8,M6,Z,15.1,347
DODGE,FULL-SIZE,3.6,6,A5,X,11.5,264
DODGE,FULL-SIZE,3.6,6,A5,X,11.5,264
DODGE,FULL-SIZE,3.6,6,A5,E,15.9,254
DODGE,FULL-SIZE,3.6,6,A8,X,10.3,237
DODGE,FULL-SIZE,3.6,6,A8,X,10.3,237
DODGE,FULL-SIZE,3.6,6,A8,E,13.9,222
DODGE,FULL-SIZE,5.7,8,A5,X,12.9,297
DODGE,FULL-SIZE,5.7,8,A8,X,12.3,283
DODGE,FULL-SIZE,3.6,6,A8,X,10.9,251
DODGE,FULL-SIZE,3.6,6,A8,X,10.9,251
DODGE,FULL-SIZE,3.6,6,A8,E,14.8,237
DODGE,FULL-SIZE,5.7,8,A5,X,13.4,308
DODGE,FULL-SIZE,6.4,8,A8,Z,12.9,297
DODGE,FULL-SIZE,6.2,8,A8,Z,14.7,338
DODGE,MID-SIZE,2.0,4,M6,X,8.1,186
DODGE,MID-SIZE,2.0,4,A6,X,8.6,198
DODGE,MID-SIZE,2.0,4,A6,E,11.5,184
DODGE,MID-SIZE,2.4,4,A6,X,8.6,198
DODGE,MID-SIZE,2.4,4,M6,X,8.8,202
DODGE,MID-SIZE,2.4,4,A6,X,9.2,212
DODGE,MID-SIZE,2.4,4,M6,X,8.8,202
DODGE,MID-SIZE,1.4,4,AM6,X,7.3,168
DODGE,MID-SIZE,1.4,4,M6,X,7.3,168
DODGE,SUV - STANDARD,3.6,6,A8,X,12.1,278
DODGE,SUV - STANDARD,3.6,6,A8,E,15.6,250
DODGE,SUV - STANDARD,5.7,8,A8,X,14.7,338
DODGE,MINIVAN,3.6,6,A6,X,11.8,271
DODGE,MINIVAN,3.6,6,A6,E,16.4,262
DODGE,SUV - SMALL,2.4,4,A4,X,11.1,255
DODGE,SUV - SMALL,3.6,6,A6,X,12.1,278
DODGE,SUV - SMALL,3.6,6,A6,E,16.2,259
DODGE,SUV - SMALL,3.6,6,A6,X,12.4,285
DODGE,TWO-SEATER,8.4,10,M6,Z,15.8,363
FIAT,MINICOMPACT,1.4,4,A6,X,7.9,182
FIAT,MINICOMPACT,1.4,4,M5,X,7.2,166
FIAT,MINICOMPACT,1.4,4,A6,X,7.9,182
FIAT,MINICOMPACT,1.4,4,M5,X,6.8,156
FIAT,MINICOMPACT,1.4,4,A6,X,8.6,198
FIAT,MINICOMPACT,1.4,4,M5,X,7.8,179
FIAT,MINICOMPACT,1.4,4,A6,X,8.6,198
FIAT,MINICOMPACT,1.4,4,M5,X,7.8,179
FIAT,MINICOMPACT,1.4,4,A6,X,8.6,198
FIAT,MINICOMPACT,1.4,4,M5,X,7.8,179
FIAT,STATION WAGON - SMALL,1.4,4,A6,X,9.4,216
FIAT,STATION WAGON - SMALL,1.4,4,AM6,X,8.7,200
FIAT,STATION WAGON - SMALL,1.4,4,M6,X,8.3,191
FORD,FULL-SIZE,2.0,4,AV,X,6.0,138
FORD,SUV - SMALL,2.0,4,AS6,X,9.8,225
FORD,SUV - SMALL,2.0,4,AS6,X,9.8,225
FORD,SUV - SMALL,3.5,6,AS6,X,11.3,260
FORD,SUV - SMALL,2.0,4,AS6,X,10.3,237
FORD,SUV - SMALL,3.5,6,AS6,X,11.8,271
FORD,SUV - SMALL,2.7,6,AS6,X,11.9,274
FORD,SUV - SMALL,1.6,4,AS6,X,9.0,207
FORD,SUV - SMALL,2.0,4,AS6,X,9.6,221
FORD,SUV - SMALL,2.5,4,AS6,X,9.5,218
FORD,SUV - SMALL,1.6,4,AS6,X,9.4,216
FORD,SUV - SMALL,2.0,4,AS6,X,10.1,232
FORD,SUV - STANDARD,3.5,6,AS6,X,14.2,327
FORD,SUV - STANDARD,3.5,6,AS6,X,14.4,331
FORD,SUV - STANDARD,2.0,4,A6,X,10.4,239
FORD,SUV - STANDARD,3.5,6,AS6,X,11.9,274
FORD,SUV - STANDARD,3.5,6,AS6,E,16.1,258
FORD,SUV - STANDARD,3.5,6,AS6,X,13.0,299
FORD,SUV - STANDARD,3.5,6,AS6,X,12.5,288
FORD,SUV - STANDARD,3.5,6,AS6,E,16.9,270
FORD,PICKUP TRUCK - STANDARD,2.7,6,AS6,X,10.8,248
FORD,PICKUP TRUCK - STANDARD,3.5,6,AS6,X,12.0,276
FORD,PICKUP TRUCK - STANDARD,3.5,6,A6,X,11.5,264
FORD,PICKUP TRUCK - STANDARD,3.5,6,A6,E,15.7,251
FORD,PICKUP TRUCK - STANDARD,5.0,8,AS6,X,13.3,306
FORD,PICKUP TRUCK - STANDARD,5.0,8,AS6,E,17.9,286
FORD,PICKUP TRUCK - STANDARD,2.7,6,AS6,X,12.0,276
FORD,PICKUP TRUCK - STANDARD,3.5,6,AS6,X,12.5,288
FORD,PICKUP TRUCK - STANDARD,3.5,6,A6,X,12.4,285
FORD,PICKUP TRUCK - STANDARD,3.5,6,A6,E,16.8,269
FORD,PICKUP TRUCK - STANDARD,5.0,8,AS6,X,13.9,320
FORD,PICKUP TRUCK - STANDARD,5.0,8,AS6,E,18.7,299
FORD,SUBCOMPACT,1.6,4,AS6,X,7.6,175
FORD,SUBCOMPACT,1.6,4,M5,X,7.6,175
FORD,SUBCOMPACT,1.0,3,M5,X,6.6,152
FORD,SUBCOMPACT,1.6,4,AS6,X,7.4,170
FORD,SUBCOMPACT,1.6,4,M6,X,8.0,184
FORD,SUV - STANDARD,3.5,6,AS6,X,11.6,267
FORD,SUV - STANDARD,3.5,6,AS6,X,12.1,278
FORD,SUV - STANDARD,3.5,6,AS6,X,12.8,294
FORD,COMPACT,1.0,3,M6,X,7.1,163
FORD,COMPACT,2.0,4,M6,X,8.9,205
FORD,COMPACT,2.0,4,AM6,X,7.7,177
FORD,COMPACT,2.0,4,AM6,E,10.4,166
FORD,COMPACT,2.0,4,AS6,X,7.8,179
FORD,COMPACT,2.0,4,AS6,E,10.6,170
FORD,COMPACT,2.0,4,M5,X,8.1,186
FORD,COMPACT,2.0,4,M5,E,10.9,174
FORD,MID-SIZE,1.5,4,AS6,X,8.4,193
FORD,MID-SIZE,1.5,4,AS6,X,8.0,184
FORD,MID-SIZE,2.0,4,AS6,X,8.9,205
FORD,MID-SIZE,2.5,4,AS6,X,8.9,205
FORD,MID-SIZE,2.0,4,AS6,X,9.3,214
FORD,MID-SIZE,2.0,4,AV,X,5.5,126
FORD,SUBCOMPACT,2.3,4,AS6,X,9.4,216
FORD,SUBCOMPACT,2.3,4,M6,X,9.2,212
FORD,SUBCOMPACT,3.7,6,AS6,X,10.7,246
FORD,SUBCOMPACT,3.7,6,M6,X,11.2,258
FORD,SUBCOMPACT,5.0,8,AS6,X,12.4,285
FORD,SUBCOMPACT,5.0,8,M6,X,12.5,288
FORD,SUBCOMPACT,2.3,4,AS6,X,9.9,228
FORD,SUBCOMPACT,5.0,8,AS6,X,13.0,299
FORD,VAN - PASSENGER,3.5,6,AS6,X,14.7,338
FORD,VAN - PASSENGER,3.7,6,AS6,X,14.8,340
FORD,VAN - PASSENGER,3.7,6,AS6,E,19.7,315
FORD,FULL-SIZE,2.0,4,AS6,X,9.1,209
FORD,FULL-SIZE,3.5,6,AS6,X,11.9,274
FORD,FULL-SIZE,3.5,6,AS6,X,10.4,239
FORD,FULL-SIZE,3.5,6,AS6,E,14.7,235
FORD,FULL-SIZE,3.5,6,AS6,X,11.3,260
FORD,FULL-SIZE,3.5,6,AS6,E,16.0,256
FORD,SPECIAL PURPOSE VEHICLE,1.6,4,AS6,X,9.4,216
FORD,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,9.9,228
FORD,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,10.2,235
FORD,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,10.4,239
GMC,SUV - STANDARD,3.6,6,A6,X,12.3,283
GMC,SUV - STANDARD,3.6,6,A6,X,12.6,290
GMC,PICKUP TRUCK - SMALL,2.5,4,A6,X,10.5,242
GMC,PICKUP TRUCK - SMALL,2.5,4,M6,X,10.8,248
GMC,PICKUP TRUCK - SMALL,3.6,6,A6,X,11.3,260
GMC,PICKUP TRUCK - SMALL,2.5,4,A6,X,11.3,260
GMC,PICKUP TRUCK - SMALL,3.6,6,A6,X,11.8,271
GMC,VAN - PASSENGER,4.8,8,A6,X,18.0,414
GMC,VAN - PASSENGER,6.0,8,A6,X,18.8,432
GMC,VAN - PASSENGER,6.0,8,A6,X,18.8,432
GMC,VAN - PASSENGER,6.0,8,A6,E,25.9,414
GMC,VAN - PASSENGER,4.8,8,A6,X,18.1,416
GMC,VAN - PASSENGER,6.0,8,A6,X,19.0,437
GMC,VAN - PASSENGER,6.0,8,A6,X,19.0,437
GMC,VAN - PASSENGER,6.0,8,A6,E,26.1,418
GMC,PICKUP TRUCK - STANDARD,4.3,6,A6,X,11.9,274
GMC,PICKUP TRUCK - STANDARD,4.3,6,A6,E,17.1,274
GMC,PICKUP TRUCK - STANDARD,5.3,8,A6,X,12.7,292
GMC,PICKUP TRUCK - STANDARD,5.3,8,A6,E,17.2,275
GMC,PICKUP TRUCK - STANDARD,6.2,8,A8,Z,14.0,322
GMC,PICKUP TRUCK - STANDARD,4.3,6,A6,X,12.5,288
GMC,PICKUP TRUCK - STANDARD,4.3,6,A6,E,18.0,288
GMC,PICKUP TRUCK - STANDARD,5.3,8,A6,X,13.0,299
GMC,PICKUP TRUCK - STANDARD,5.3,8,A6,E,17.5,280
GMC,PICKUP TRUCK - STANDARD,6.2,8,A8,Z,14.2,327
GMC,SUV - SMALL,2.4,4,A6,X,9.1,209
GMC,SUV - SMALL,2.4,4,A6,X,9.1,209
GMC,SUV - SMALL,2.4,4,A6,E,13.4,214
GMC,SUV - SMALL,3.6,6,A6,X,12.1,278
GMC,SUV - SMALL,2.4,4,A6,X,10.0,230
GMC,SUV - SMALL,3.6,6,A6,X,12.6,290
GMC,SUV - STANDARD,5.3,8,A6,X,12.7,292
GMC,SUV - STANDARD,5.3,8,A6,E,17.2,275
GMC,SUV - STANDARD,5.3,8,A6,X,13.0,299
GMC,SUV - STANDARD,5.3,8,A6,E,17.6,282
GMC,SUV - STANDARD,6.2,8,A6,Z,14.0,322
GMC,SUV - STANDARD,6.2,8,A8,Z,13.8,317
GMC,SUV - STANDARD,5.3,8,A6,X,12.7,292
GMC,SUV - STANDARD,5.3,8,A6,E,17.2,275
GMC,SUV - STANDARD,5.3,8,A6,X,13.3,306
GMC,SUV - STANDARD,5.3,8,A6,E,19.1,306
GMC,SUV - STANDARD,6.2,8,A6,Z,14.5,334
GMC,SUV - STANDARD,6.2,8,A8,Z,14.3,329
HONDA,MID-SIZE,2.4,4,AV,X,7.8,179
HONDA,MID-SIZE,2.4,4,AV7,X,8.0,184
HONDA,MID-SIZE,2.4,4,M6,X,8.7,200
HONDA,MID-SIZE,3.5,6,A6,X,9.1,209
HONDA,MID-SIZE,3.5,6,AS6,X,9.5,219
HONDA,MID-SIZE,3.5,6,M6,X,10.9,251
HONDA,MID-SIZE,2.0,4,AV,X,5.0,115
HONDA,COMPACT,1.8,4,AV,X,7.1,163
HONDA,COMPACT,1.8,4,AV7,X,7.2,166
HONDA,COMPACT,1.8,4,M5,X,7.7,177
HONDA,COMPACT,2.4,4,M6,Z,9.4,216
HONDA,COMPACT,1.5,4,AV,X,5.2,120
HONDA,SUV - SMALL,2.4,4,AV,X,7.8,179
HONDA,SUV - SMALL,2.4,4,AV,X,8.3,191
HONDA,TWO-SEATER,1.5,4,AV7,X,6.3,145
HONDA,TWO-SEATER,1.5,4,M6,X,6.9,159
HONDA,STATION WAGON - SMALL,1.5,4,AV,X,6.4,147
HONDA,STATION WAGON - SMALL,1.5,4,AV7,X,6.8,156
HONDA,STATION WAGON - SMALL,1.5,4,M6,X,7.3,168
HONDA,MINIVAN,3.5,6,A6,X,10.6,244
HONDA,SUV - SMALL,3.5,6,A5,X,11.5,264
HONDA,SUV - SMALL,3.5,6,A5,X,12.0,276
HYUNDAI,COMPACT,1.6,4,AS6,X,7.7,177
HYUNDAI,COMPACT,1.6,4,M6,X,7.6,175
HYUNDAI,MID-SIZE,1.8,4,AS6,X,7.5,172
HYUNDAI,MID-SIZE,1.8,4,M6,X,7.7,177
HYUNDAI,MID-SIZE,2.0,4,AS6,X,8.3,191
HYUNDAI,MID-SIZE,2.0,4,M6,X,8.5,196
HYUNDAI,MID-SIZE,2.0,4,AS6,X,8.3,191
HYUNDAI,MID-SIZE,2.0,4,M6,X,8.3,191
HYUNDAI,MID-SIZE,2.0,4,AS6,X,8.6,198
HYUNDAI,MID-SIZE,2.0,4,M6,X,8.5,196
HYUNDAI,FULL-SIZE,5.0,8,AS8,Z,13.3,306
HYUNDAI,FULL-SIZE,3.8,6,AS8,X,12.1,278
HYUNDAI,FULL-SIZE,5.0,8,AS8,Z,14.2,327
HYUNDAI,SUBCOMPACT,3.8,6,AS8,Z,12.3,283
HYUNDAI,SUBCOMPACT,3.8,6,M6,Z,12.4,285
HYUNDAI,SUV - SMALL,3.3,6,AS6,X,11.3,260
HYUNDAI,SUV - SMALL,3.3,6,AS6,X,11.5,264
HYUNDAI,SUV - SMALL,2.4,4,AS6,X,10.3,237
HYUNDAI,SUV - SMALL,2.0,4,AS6,X,11.5,264
HYUNDAI,SUV - SMALL,2.4,4,AS6,X,11.1,255
HYUNDAI,SUV - SMALL,3.3,6,AS6,X,12.5,287
HYUNDAI,FULL-SIZE,2.0,4,AS6,X,9.1,209
HYUNDAI,FULL-SIZE,2.4,4,AS6,X,8.4,193
HYUNDAI,FULL-SIZE,2.4,4,AS6,X,8.4,193
HYUNDAI,MID-SIZE,2.4,4,AS6,X,6.3,145
HYUNDAI,MID-SIZE,2.4,4,AS6,X,6.3,145
HYUNDAI,SUV - SMALL,2.0,4,AS6,X,9.3,214
HYUNDAI,SUV - SMALL,2.0,4,M6,X,10.1,232
HYUNDAI,SUV - SMALL,2.4,4,AS6,X,10.0,230
HYUNDAI,SUV - SMALL,2.0,4,AS6,X,10.4,239
HYUNDAI,SUV - SMALL,2.4,4,AS6,X,10.6,244
HYUNDAI,COMPACT,1.6,4,AM6,X,7.7,177
HYUNDAI,COMPACT,1.6,4,M6,X,8.0,184
HYUNDAI,COMPACT,1.6,4,AS6,X,8.8,202
HYUNDAI,COMPACT,1.6,4,M6,X,8.5,196
INFINITI,MID-SIZE,3.7,6,AS7,Z,10.3,237
INFINITI,MID-SIZE,3.7,6,AS7,Z,10.8,248
INFINITI,COMPACT,3.5,6,AS7,Z,7.5,172
INFINITI,COMPACT,3.5,6,AS7,Z,8.2,189
INFINITI,SUBCOMPACT,3.7,6,AS7,Z,10.7,246
INFINITI,SUBCOMPACT,3.7,6,M6,Z,11.6,267
INFINITI,SUBCOMPACT,3.7,6,AS7,Z,11.5,264
