make,model,vehicle_class,engine_size,cylinders,transmission,fuel_type,fuel_consumption_city,fuel_consumption_hwy,fuel_consumption_comb,fuel_consumption_comb_mpg,co2_emissions
PORSCHE,911 TURBO,MINICOMPACT,3.8,6,AM7,Z,13.7,9.6,11.9,24,274
PORSCHE,911 TURBO,MINICOMPACT,3.8,6,AM7,Z,13.7,9.6,11.9,24,274
PORSCHE,911 TURBO,MINICOMPACT,3.8,6,AM7,Z,13.7,9.6,11.9,24,274
PORSCHE,BOXSTER,TWO-SEATER,2.7,6,AM7,Z,10.7,7.4,9.2,31,212
PORSCHE,BOXSTER,TWO-SEATER,2.7,6,M6,Z,11.5,7.9,9.9,29,228
PORSCHE,BOXSTER,TWO-SEATER,3.4,6,AM7,Z,10.9,7.7,9.5,30,218
PORSCHE,BOXSTER,TWO-SEATER,3.4,6,M6,Z,12.1,8.9,10.7,26,246
PORSCHE,BOXSTER,TWO-SEATER,3.4,6,AM7,Z,11.3,7.9,9.8,29,225
PORSCHE,BOXSTER,TWO-SEATER,3.4,6,M6,Z,11.9,8.6,10.4,27,239
PORSCHE,CAYENNE,SUV - STANDARD,3.0,6,A8,D,11.8,8.1,10.2,28,277
PORSCHE,CAYENNE,SUV - STANDARD,3.6,6,A8,Z,14.3,9.6,12.2,23,286
PORSCHE,CAYENNE,SUV - STANDARD,4.8,8,A8,Z,16.7,11.2,14.2,20,327
PORSCHE,CAYMAN,TWO-SEATER,2.7,6,AM7,Z,10.7,7.4,9.2,31,212
PORSCHE,CAYMAN,TWO-SEATER,2.7,6,M6,Z,11.5,7.9,9.9,29,228
PORSCHE,CAYMAN,TWO-SEATER,3.4,6,AM7,Z,10.9,7.7,9.5,30,218
PORSCHE,CAYMAN,TWO-SEATER,3.4,6,M6,Z,12.1,8.9,10.7,26,246
PORSCHE,CAYMAN,TWO-SEATER,3.4,6,AM7,Z,11.3,7.9,9.8,29,225
PORSCHE,CAYMAN,TWO-SEATER,3.4,6,M6,Z,11.9,8.6,10.4,27,239
PORSCHE,MACAN,SUV - SMALL,3.0,6,A7,Z,13.7,10.3,12.2,23,281
PORSCHE,MACAN,SUV - SMALL,3.6,6,A7,Z,14.2,10.1,12.3,23,283
PORSCHE,PANAMERA,FULL-SIZE,3.6,6,AM7,Z,12.9,8.4,10.9,26,251
PORSCHE,PANAMERA,FULL-SIZE,3.6,6,AM7,Z,13.1,8.7,11.1,25,255
PORSCHE,PANAMERA,FULL-SIZE,3.0,6,AM7,Z,13.4,8.8,11.4,25,262
PORSCHE,PANAMERA,FULL-SIZE,3.0,6,AM7,Z,13.7,8.9,11.5,25,264
PORSCHE,PANAMERA,FULL-SIZE,4.8,8,AM7,Z,15.1,9.7,12.7,22,292
PORSCHE,PANAMERA,FULL-SIZE,3.0,6,AM7,Z,13.4,8.8,11.4,25,262
PORSCHE,PANAMERA,FULL-SIZE,4.8,8,AM7,Z,15.3,9.7,12.8,22,294
PORSCHE,PANAMERA,FULL-SIZE,4.8,8,AM7,Z,15.4,9.8,12.9,22,297
PORSCHE,PANAMERA,FULL-SIZE,4.8,8,AM7,Z,15.3,9.7,12.8,22,294
PORSCHE,PANAMERA,FULL-SIZE,4.8,8,AM7,Z,15.4,9.8,12.9,22,297
RAM,1500,PICKUP TRUCK - STANDARD,3.6,6,A8,X,13.9,9.5,11.9,24,274
RAM,1500,PICKUP TRUCK - STANDARD,3.6,6,A8,X,13.9,9.5,11.9,24,274
RAM,1500,PICKUP TRUCK - STANDARD,3.6,6,A8,E,19.4,13.6,16.8,17,269
RAM,1500,PICKUP TRUCK - STANDARD,3.6,6,A8,X,12.9,9.3,11.3,25,260
RAM,1500,PICKUP TRUCK - STANDARD,5.7,8,A6,X,17.1,12.0,14.8,19,340
RAM,1500,PICKUP TRUCK - STANDARD,5.7,8,A8,X,15.7,10.9,13.6,21,313
RAM,1500,PICKUP TRUCK - STANDARD,3.0,6,A8,D,11.5,8.4,10.1,28,273
RAM,1500,PICKUP TRUCK - STANDARD,3.0,6,A8,D,11.3,8.0,9.8,29,265
RAM,1500,PICKUP TRUCK - STANDARD,3.6,6,A8,X,14.6,10.1,12.6,22,290
RAM,1500,PICKUP TRUCK - STANDARD,3.6,6,A8,X,14.6,10.1,12.6,22,290
RAM,1500,PICKUP TRUCK - STANDARD,3.6,6,A8,E,20.5,14.5,17.8,16,285
RAM,1500,PICKUP TRUCK - STANDARD,5.7,8,A6,X,17.7,12.7,15.4,18,354
RAM,1500,PICKUP TRUCK - STANDARD,5.7,8,A8,X,16.2,11.5,14.1,20,324
RAM,1500,PICKUP TRUCK - STANDARD,3.0,6,A8,D,12.1,8.8,10.6,27,286
RAM,CARGO VAN,MINIVAN,3.6,6,A6,X,13.3,9.1,11.4,25,262
RAM,CARGO VAN,MINIVAN,3.6,6,A6,E,18.6,12.7,15.9,18,254
RAM,PROMASTER,SPECIAL PURPOSE VEHICLE,2.4,4,A9,X,11.2,8.1,9.8,29,225
ROLLS-ROYCE,GHOST,FULL-SIZE,6.6,12,AS8,Z,19.2,12.4,16.1,18,370
ROLLS-ROYCE,GHOST,FULL-SIZE,6.6,12,AS8,Z,19.2,12.4,16.1,18,370
ROLLS-ROYCE,PHANTOM,FULL-SIZE,6.7,12,AS8,Z,20.9,12.7,17.2,16,396
ROLLS-ROYCE,PHANTOM,FULL-SIZE,6.7,12,AS8,Z,20.7,12.9,17.2,16,396
ROLLS-ROYCE,PHANTOM,COMPACT,6.7,12,AS8,Z,20.9,12.7,17.2,16,396
ROLLS-ROYCE,PHANTOM,COMPACT,6.7,12,AS8,Z,20.7,12.9,17.2,16,396
ROLLS-ROYCE,WRAITH,MID-SIZE,6.6,12,AS8,Z,18.7,11.8,15.6,18,359
SCION,FR-S,MINICOMPACT,2.0,4,AS6,Z,9.6,7.0,8.4,34,193
SCION,FR-S,MINICOMPACT,2.0,4,M6,Z,10.9,7.9,9.6,29,221
SCION,iQ,MINICOMPACT,1.3,4,AV,X,6.5,6.3,6.4,44,147
SCION,tC,COMPACT,2.5,4,AS6,X,10.2,7.6,9.0,31,207
SCION,tC,COMPACT,2.5,4,M6,X,10.2,7.7,9.0,31,207
SCION,xB,STATION WAGON - SMALL,2.4,4,AS4,X,10.9,8.5,9.8,29,225
SCION,xB,STATION WAGON - SMALL,2.4,4,M5,X,10.8,8.5,9.8,29,225
SMART,FORTWO,TWO-SEATER,1.0,3,AM5,Z,6.8,6.2,6.5,43,150
SMART,FORTWO,TWO-SEATER,1.0,3,AM5,Z,6.8,6.2,6.5,43,150
SUBARU,BRZ,MINICOMPACT,2.0,4,AS6,Z,9.6,7.0,8.4,34,193
SUBARU,BRZ,MINICOMPACT,2.0,4,M6,Z,10.9,7.9,9.6,29,221
SUBARU,FORESTER,SUV - SMALL,2.0,4,AV8,Z,10.2,8.5,9.4,30,216
SUBARU,FORESTER,SUV - SMALL,2.5,4,AV6,X,9.6,7.5,8.7,32,200
SUBARU,FORESTER,SUV - SMALL,2.5,4,M6,X,10.6,8.4,9.6,29,221
SUBARU,IMPREZA,COMPACT,2.0,4,AV6,X,8.5,6.4,7.6,37,175
SUBARU,IMPREZA,COMPACT,2.0,4,M5,X,9.5,7.0,8.4,34,193
SUBARU,IMPREZA,STATION WAGON - SMALL,2.0,4,AV6,X,8.5,6.4,7.6,37,175
SUBARU,IMPREZA,STATION WAGON - SMALL,2.0,4,M5,X,9.5,7.0,8.4,34,193
SUBARU,LEGACY,MID-SIZE,2.5,4,AV6,X,9.0,6.5,7.9,36,182
SUBARU,LEGACY,MID-SIZE,2.5,4,M6,X,10.7,7.8,9.4,30,216
SUBARU,LEGACY,MID-SIZE,3.6,6,AV6,X,11.9,8.2,10.2,28,235
SUBARU,OUTBACK,SUV - SMALL,2.5,4,AV6,X,9.3,7.1,8.3,34,191
SUBARU,OUTBACK,SUV - SMALL,2.5,4,M6,X,11.0,8.2,9.7,29,223
SUBARU,OUTBACK,SUV - SMALL,3.6,6,AV6,X,12.0,8.6,10.5,27,242
SUBARU,WRX,COMPACT,2.0,4,AV8,Z,12.4,9.4,11.1,25,255
SUBARU,WRX,COMPACT,2.0,4,M6,Z,11.1,8.3,9.8,29,225
SUBARU,WRX,COMPACT,2.5,4,M6,Z,13.8,10.2,12.2,23,281
SUBARU,CROSSTREK,SUV - SMALL,2.0,4,AV6,X,9.1,7.0,8.1,35,186
SUBARU,CROSSTREK,SUV - SMALL,2.0,4,M5,X,10.2,7.7,9.1,31,209
SUBARU,CROSSTREK,SUV - SMALL,2.0,4,AV6,X,7.9,6.9,7.5,38,173
TOYOTA,4RUNNER,SUV - STANDARD,4.0,6,AS5,X,14.2,11.1,12.8,22,294
TOYOTA,4RUNNER,SUV - STANDARD,4.0,6,AS5,X,14.2,11.1,12.8,22,294
TOYOTA,AVALON,MID-SIZE,3.5,6,AS6,X,11.3,7.5,9.6,29,221
TOYOTA,CAMRY,MID-SIZE,2.5,4,AS6,X,9.7,6.9,8.4,34,193
TOYOTA,CAMRY,MID-SIZE,3.5,6,AS6,X,11.0,7.7,9.5,30,218
TOYOTA,CAMRY,MID-SIZE,2.5,4,AV,X,5.5,6.0,5.7,50,131
TOYOTA,CAMRY,MID-SIZE,2.5,4,AV,X,5.7,6.1,5.9,48,136
TOYOTA,COROLLA,MID-SIZE,1.8,4,A4,X,8.6,6.5,7.6,37,175
TOYOTA,COROLLA,MID-SIZE,1.8,4,AV7,X,7.9,6.1,7.1,40,163
TOYOTA,COROLLA,MID-SIZE,1.8,4,AV,X,8.2,6.2,7.3,39,168
TOYOTA,COROLLA,MID-SIZE,1.8,4,M6,X,8.3,6.2,7.4,38,170
TOYOTA,COROLLA,MID-SIZE,1.8,4,AV,X,7.7,5.6,6.8,42,156
TOYOTA,COROLLA,MID-SIZE,1.8,4,AV,X,7.7,6.0,6.9,41,159
TOYOTA,HIGHLANDER,SUV - SMALL,2.7,4,AS6,X,11.7,9.5,10.7,26,246
TOYOTA,HIGHLANDER,SUV - SMALL,3.5,6,AS6,X,12.5,9.3,11.1,25,255
TOYOTA,HIGHLANDER,SUV - STANDARD,3.5,6,AS6,X,13.0,9.8,11.6,24,267
TOYOTA,HIGHLANDER,SUV - STANDARD,3.5,6,AV6,X,8.6,8.5,8.5,33,196
TOYOTA,HIGHLANDER,SUV - STANDARD,3.5,6,AV6,X,8.4,8.3,8.4,34,193
TOYOTA,PRIUS,MID-SIZE,1.8,4,AV,X,4.6,4.9,4.7,60,108
TOYOTA,PRIUS,COMPACT,1.5,4,AV,X,4.5,5.1,4.8,59,110
TOYOTA,PRIUS,STATION WAGON - MID-SIZE,1.8,4,AV,X,5.4,5.8,5.6,50,129
TOYOTA,RAV4,SUV - SMALL,2.5,4,AS6,X,10.0,7.6,8.9,32,205
TOYOTA,RAV4,SUV - SMALL,2.5,4,AS6,X,10.5,8.2,9.5,30,218
TOYOTA,RAV4,SUV - SMALL,2.5,4,AS6,X,10.0,7.6,8.9,32,205
TOYOTA,RAV4,SUV - SMALL,2.5,4,AS6,X,10.7,8.3,9.6,29,221
TOYOTA,SEQUOIA,SUV - STANDARD,5.7,8,AS6,X,18.8,14.0,16.6,17,382
TOYOTA,SIENNA,MINIVAN,3.5,6,AS6,X,13.0,9.5,11.4,25,262
TOYOTA,SIENNA,MINIVAN,3.5,6,AS6,X,14.4,10.2,12.5,23,288
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,2.7,4,A4,X,12.2,9.9,11.2,25,258
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,2.7,4,M5,X,11.3,9.5,10.5,27,242
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,4.0,6,M6,X,14.5,11.3,13.1,22,301
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,2.7,4,A4,X,13.1,11.3,12.3,23,283
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,2.7,4,M5,X,12.9,11.5,12.3,23,283
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,4.0,6,A5,X,14.8,11.6,13.4,21,308
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,4.0,6,M6,X,15.3,12.3,14.0,20,322
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,15.9,12.3,14.3,20,329
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,17.2,12.8,15.2,19,350
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,16.9,12.8,15.1,19,347
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,18.5,14.2,16.6,17,382
TOYOTA,VENZA,SUV - SMALL,2.7,4,AS6,X,11.6,9.0,10.4,27,239
TOYOTA,VENZA,SUV - SMALL,3.5,6,AS6,X,12.5,9.0,10.9,26,251
TOYOTA,VENZA,SUV - SMALL,2.7,4,AS6,X,11.6,9.2,10.5,27,242
TOYOTA,VENZA,SUV - SMALL,3.5,6,AS6,X,12.8,9.3,11.3,25,260
TOYOTA,YARIS,COMPACT,1.5,4,A4,X,7.8,6.6,7.3,39,168
TOYOTA,YARIS,COMPACT,1.5,4,M5,X,7.7,6.3,7.1,40,163
VOLKSWAGEN,BEETLE,COMPACT,1.8,4,AS6,X,9.6,7.2,8.5,33,196
VOLKSWAGEN,BEETLE,COMPACT,1.8,4,M5,X,9.9,7.2,8.7,32,200
VOLKSWAGEN,BEETLE,COMPACT,2.0,4,AM6,Z,10.0,7.9,9.1,31,209
VOLKSWAGEN,BEETLE,COMPACT,2.0,4,M6,Z,10.4,7.7,9.2,31,212
VOLKSWAGEN,BEETLE,COMPACT,2.0,4,AM6,D,7.6,5.7,6.9,41,183
VOLKSWAGEN,BEETLE,COMPACT,2.0,4,M6,D,7.6,5.7,6.9,41,184
VOLKSWAGEN,BEETLE,SUBCOMPACT,1.8,4,AS6,X,9.8,7.3,8.7,32,200
VOLKSWAGEN,BEETLE,SUBCOMPACT,2.0,4,AM6,Z,10.3,8.2,9.4,30,216
VOLKSWAGEN,BEETLE,SUBCOMPACT,2.0,4,M6,Z,10.4,7.7,9.2,31,212
VOLKSWAGEN,CC,COMPACT,2.0,4,AM6,Z,10.7,7.7,9.3,30,214
VOLKSWAGEN,CC,COMPACT,2.0,4,M6,Z,11.4,7.4,9.6,29,221
VOLKSWAGEN,CC,COMPACT,3.6,6,AS6,Z,13.9,9.3,11.8,24,271
VOLKSWAGEN,EOS,SUBCOMPACT,2.0,4,AM6,Z,10.8,7.8,9.5,30,219
VOLKSWAGEN,GOLF,COMPACT,1.8,4,AS6,X,9.3,6.5,8.1,35,186
VOLKSWAGEN,GOLF,COMPACT,1.8,4,M5,X,9.3,6.4,8.0,35,184
VOLKSWAGEN,GOLF,COMPACT,2.0,4,AM6,D,7.6,5.5,6.5,43,177
VOLKSWAGEN,GOLF,COMPACT,2.0,4,M6,D,7.8,5.2,6.5,43,178
VOLKSWAGEN,GOLF,COMPACT,2.0,4,AM6,Z,9.5,7.2,8.5,33,196
VOLKSWAGEN,GOLF,COMPACT,2.0,4,M6,Z,9.4,6.9,8.3,34,191
VOLKSWAGEN,GOLF,STATION WAGON - SMALL,1.8,4,AS6,X,9.4,6.8,8.2,34,193
VOLKSWAGEN,GOLF,STATION WAGON - SMALL,1.8,4,M5,X,9.5,6.6,8.2,34,189
VOLKSWAGEN,GOLF,STATION WAGON - SMALL,2.0,4,AM6,D,7.6,5.6,6.7,42,180
VOLKSWAGEN,GOLF,STATION WAGON - SMALL,2.0,4,M6,D,7.6,5.5,6.7,42,179
VOLKSWAGEN,JETTA,COMPACT,1.8,4,AS6,X,9.3,6.3,7.9,36,182
VOLKSWAGEN,JETTA,COMPACT,1.8,4,M5,X,9.3,6.3,8.0,35,184
VOLKSWAGEN,JETTA,COMPACT,2.0,4,AS6,X,10.4,7.0,8.9,32,205
VOLKSWAGEN,JETTA,COMPACT,2.0,4,M5,X,9.5,6.9,8.4,34,193
VOLKSWAGEN,JETTA,COMPACT,2.0,4,AM6,D,7.6,5.2,6.5,43,175
VOLKSWAGEN,JETTA,COMPACT,2.0,4,M6,D,7.6,5.1,6.5,43,176
VOLKSWAGEN,JETTA,COMPACT,2.0,4,AM6,Z,10.0,7.3,8.8,32,202
VOLKSWAGEN,JETTA,COMPACT,2.0,4,M6,Z,10.3,7.2,8.9,32,205
VOLKSWAGEN,JETTA,COMPACT,1.4,4,AM7,Z,5.6,4.9,5.3,53,122
VOLKSWAGEN,PASSAT,MID-SIZE,1.8,4,AS6,X,9.7,6.6,8.3,34,191
VOLKSWAGEN,PASSAT,MID-SIZE,1.8,4,M5,X,9.8,6.7,8.4,34,193
VOLKSWAGEN,PASSAT,MID-SIZE,2.0,4,AM6,D,7.8,5.6,6.9,41,185
VOLKSWAGEN,PASSAT,MID-SIZE,2.0,4,M6,D,7.8,5.3,6.7,42,182
VOLKSWAGEN,PASSAT,MID-SIZE,3.6,6,AM6,Z,11.9,8.5,10.4,27,239
VOLKSWAGEN,TIGUAN,SUV - SMALL,2.0,4,AS6,Z,11.5,9.3,10.5,27,242
VOLKSWAGEN,TIGUAN,SUV - SMALL,2.0,4,M6,Z,13.0,9.0,11.2,25,258
VOLKSWAGEN,TIGUAN,SUV - SMALL,2.0,4,AS6,Z,11.7,9.4,10.7,26,246
VOLKSWAGEN,TOUAREG,SUV - STANDARD,3.6,6,AS8,Z,14.1,10.4,12.4,23,292
VOLKSWAGEN,TOUAREG,SUV - STANDARD,3.0,6,AS8,D,11.8,8.1,10.2,28,277
VOLVO,S60,COMPACT,3.0,6,AS6,X,12.8,8.9,11.0,26,253
VOLVO,S60,COMPACT,2.0,4,AS8,X,9.8,6.6,8.4,34,193
VOLVO,S60,COMPACT,2.5,5,AS6,X,11.6,8.2,10.1,28,232
VOLVO,S60,COMPACT,2.0,4,AS8,Z,10.1,7.3,8.9,32,205
VOLVO,S60,COMPACT,3.0,6,AS6,X,12.9,9.0,11.2,25,258
VOLVO,S80,MID-SIZE,2.0,4,AS8,X,9.8,6.6,8.4,34,193
VOLVO,S80,MID-SIZE,3.0,6,AS6,X,12.9,9.0,11.2,25,258
VOLVO,V60,SUV - SMALL,2.0,4,AS8,X,9.8,7.6,8.8,32,202
VOLVO,V60,SUV - SMALL,2.5,5,AS6,X,11.8,8.5,10.3,27,237
VOLVO,V60,STATION WAGON - SMALL,3.0,6,AS6,X,12.8,8.9,11.0,26,253
VOLVO,V60,STATION WAGON - SMALL,2.0,4,AS8,X,9.8,6.6,8.4,34,193
VOLVO,V60,STATION WAGON - SMALL,2.5,5,AS6,X,11.6,8.2,10.1,28,232
VOLVO,V60,STATION WAGON - SMALL,3.0,6,AS6,X,12.9,9.0,11.2,25,258
VOLVO,XC60,SUV - SMALL,3.2,6,AS6,X,13.1,9.5,11.5,25,264
VOLVO,XC60,SUV - SMALL,2.0,4,AS8,X,9.8,7.6,8.8,32,202
VOLVO,XC60,SUV - SMALL,2.5,5,AS6,X,13.0,9.4,11.4,25,262
VOLVO,XC60,SUV - SMALL,2.0,4,AS8,Z,10.7,7.8,9.4,30,216
VOLVO,XC60,SUV - SMALL,3.0,6,AS6,X,13.6,9.9,11.9,24,274
VOLVO,XC70,SUV - SMALL,3.2,6,AS6,X,13.1,9.1,11.3,25,260
VOLVO,XC70,SUV - SMALL,2.0,4,AS8,X,9.8,7.6,8.8,32,202
VOLVO,XC70,SUV - SMALL,3.0,6,AS6,X,13.6,9.9,11.9,24,274
ACURA,ILX,COMPACT,2.4,4,AM8,Z,9.3,6.6,8.1,35,189
ACURA,MDX,SUV - SMALL,3.5,6,AS9,Z,12.7,9.1,11.1,25,254
ACURA,MDX,SUV - SMALL,3.5,6,AS9,Z,12.2,9.1,10.7,26,251
ACURA,RDX,SUV - SMALL,3.5,6,AS6,Z,12.4,8.6,10.7,26,249
ACURA,RLX,MID-SIZE,3.5,6,AS6,Z,11.9,7.7,10.0,28,235
ACURA,RLX,MID-SIZE,3.5,6,AM7,Z,8.0,7.5,7.7,37,180
ACURA,TLX,COMPACT,2.4,4,AM8,Z,9.6,6.6,8.3,34,196
ACURA,TLX,COMPACT,3.5,6,AS9,Z,11.2,7.5,9.6,29,226
ALFA ROMEO,4C,TWO-SEATER,1.8,4,AM6,Z,9.7,6.9,8.4,34,197
ASTON MARTIN,DB9,MINICOMPACT,5.9,12,A6,Z,18.0,12.6,15.6,18,365
ASTON MARTIN,RAPIDE,SUBCOMPACT,6.0,12,A8,Z,16.8,10.9,14.2,20,332
ASTON MARTIN,VANQUISH,MINICOMPACT,6.0,12,A8,Z,17.6,11.4,14.8,19,346
ASTON MARTIN,VANTAGE,TWO-SEATER,4.7,8,AM7,Z,17.4,11.3,14.7,19,343
ASTON MARTIN,VANTAGE,TWO-SEATER,4.7,8,M6,Z,18.1,12.3,15.5,18,362
ASTON MARTIN,VANTAGE,TWO-SEATER,4.7,8,AM7,Z,17.4,11.3,14.7,19,343
ASTON MARTIN,VANTAGE,TWO-SEATER,4.7,8,M6,Z,18.1,12.3,15.5,18,362
ASTON MARTIN,VANTAGE,TWO-SEATER,4.7,8,AM7,Z,17.4,11.3,14.7,19,343
ASTON MARTIN,VANTAGE,TWO-SEATER,4.7,8,M6,Z,18.1,12.3,15.5,18,362
ASTON MARTIN,VANTAGE,TWO-SEATER,6.0,12,AM7,Z,19.5,12.8,16.5,17,390
AUDI,A3,SUBCOMPACT,1.8,4,AM6,X,10.0,7.1,8.7,32,204
AUDI,A3,SUBCOMPACT,2.0,4,AM6,X,9.8,7.2,8.6,33,201
AUDI,A3,SUBCOMPACT,2.0,4,AM6,X,10.1,7.5,8.9,32,208
AUDI,A4,COMPACT,2.0,4,AV8,Z,9.9,7.6,8.9,32,212
AUDI,A4,COMPACT,2.0,4,AS8,Z,11.0,7.8,9.6,29,224
AUDI,A4,COMPACT,2.0,4,M6,Z,10.6,7.3,9.1,31,214
AUDI,A4,STATION WAGON - SMALL,2.0,4,AS8,Z,11.2,8.4,9.9,29,232
AUDI,A5,SUBCOMPACT,2.0,4,AS8,Z,11.0,7.8,9.6,29,224
AUDI,A5,SUBCOMPACT,2.0,4,M6,Z,10.6,7.3,9.1,31,214
AUDI,A5,SUBCOMPACT,2.0,4,AS8,Z,11.3,8.0,9.8,29,230
AUDI,A6,MID-SIZE,2.0,4,AS8,Z,10.8,7.3,9.2,31,211
AUDI,A6,MID-SIZE,3.0,6,AS8,Z,11.6,7.9,9.9,29,232
AUDI,A6,MID-SIZE,3.0,6,AS8,D,9.4,6.2,7.8,36,213
AUDI,A7,MID-SIZE,3.0,6,AS8,Z,11.6,7.9,9.9,29,232
AUDI,A7,MID-SIZE,3.0,6,AS8,D,9.4,6.2,7.8,36,213
AUDI,A8,MID-SIZE,3.0,6,AS8,Z,12.6,8.0,10.5,27,247
AUDI,A8,MID-SIZE,4.0,8,AS8,Z,12.9,8.0,10.7,26,249
AUDI,A8,MID-SIZE,3.0,6,AS8,D,9.8,6.5,8.4,34,224
AUDI,A8,FULL-SIZE,4.0,8,AS8,Z,13.1,8.3,10.9,26,255
AUDI,A8,FULL-SIZE,6.3,12,AS8,Z,17.8,10.8,14.6,19,344
AUDI,Q3,COMPACT,2.0,4,AS6,Z,12.0,8.2,10.3,27,242
AUDI,Q3,COMPACT,2.0,4,AS6,Z,11.9,8.4,10.3,27,240
AUDI,Q5,SUV - SMALL,2.0,4,AS8,Z,12.0,8.5,10.4,27,244
AUDI,Q5,SUV - SMALL,3.0,6,AS8,Z,13.2,9.2,11.4,25,267
AUDI,Q5,SUV - SMALL,3.0,6,AS8,D,10.2,7.8,9.0,31,244
AUDI,Q5,SUV - SMALL,2.0,4,AS8,Z,9.8,7.9,8.9,32,209
AUDI,RS,MID-SIZE,4.0,8,AS8,Z,16.6,9.4,13.3,21,313
AUDI,S3,SUBCOMPACT,2.0,4,AM6,Z,10.1,7.7,9.0,31,211
AUDI,S4,COMPACT,3.0,6,AM7,Z,13.0,8.5,11.0,26,257
AUDI,S4,COMPACT,3.0,6,M6,Z,13.8,9.0,11.7,24,273
AUDI,S5,SUBCOMPACT,3.0,6,AM7,Z,13.0,8.5,11.0,26,257
AUDI,S5,SUBCOMPACT,3.0,6,M6,Z,13.8,9.0,11.7,24,273
AUDI,S5,SUBCOMPACT,3.0,6,AM7,Z,13.3,9.1,11.4,25,266
AUDI,S6,MID-SIZE,4.0,8,AM7,Z,13.3,8.8,11.3,25,263
AUDI,S7,MID-SIZE,4.0,8,AM7,Z,13.4,8.8,11.4,25,265
AUDI,S8,MID-SIZE,4.0,8,AS8,Z,15.7,9.4,12.8,22,300
AUDI,Q5,SUV - SMALL,3.0,6,AS8,Z,14.1,9.9,12.2,23,285
AUDI,TT,SUBCOMPACT,2.0,4,AM6,X,10.1,7.8,9.1,31,209
AUDI,TT,TWO-SEATER,2.0,4,AM6,X,10.1,7.8,9.1,31,209
AUDI,TTS,SUBCOMPACT,2.0,4,AM6,Z,10.3,8.6,9.5,30,222
BENTLEY,CONTINENTAL,COMPACT,4.0,8,AS8,Z,16.1,9.4,13.1,22,307
BENTLEY,CONTINENTAL,COMPACT,6.0,12,AS8,Z,18.9,11.2,15.4,18,360
BENTLEY,CONTINENTAL,SUBCOMPACT,4.0,8,AS8,Z,17.7,10.3,14.4,20,337
BENTLEY,CONTINENTAL,SUBCOMPACT,6.0,12,AS8,Z,19.6,11.7,16.0,18,375
BENTLEY,FLYING SPUR,MID-SIZE,4.0,8,AS8,Z,17.7,10.0,14.2,20,334
BENTLEY,FLYING SPUR,MID-SIZE,6.0,12,AS8,Z,20.3,11.9,16.5,17,388
BENTLEY,MULSANNE,MID-SIZE,6.8,8,AS8,Z,21.0,13.1,17.5,16,408
BMW,I series,SUBCOMPACT,2.0,4,AS8,Z,9.9,6.5,8.4,34,197
BMW,I series,SUBCOMPACT,2.0,4,M6,Z,10.7,7.0,9.0,31,211
BMW,I series,SUBCOMPACT,2.0,4,AS8,Z,10.4,6.8,8.8,32,207
BMW,I series,SUBCOMPACT,2.0,4,AS8,Z,10.5,6.9,8.9,32,209
BMW,I series,COMPACT,2.0,4,AS8,Z,9.9,6.5,8.4,34,197
BMW,I series,COMPACT,2.0,4,M6,Z,10.7,7.0,9.0,31,211
BMW,I series,COMPACT,2.0,4,AS8,Z,10.4,6.8,8.8,32,207
BMW,D series,COMPACT,2.0,4,AS8,D,7.7,5.7,6.8,42,183
BMW,D series,STATION WAGON - SMALL,2.0,4,AS8,D,7.7,5.7,6.8,42,183
BMW,I series,COMPACT,2.0,4,AS8,Z,10.5,6.9,8.9,32,209
BMW,I series,FULL-SIZE,2.0,4,AS8,Z,10.5,6.9,8.9,32,209
BMW,I series,STATION WAGON - SMALL,2.0,4,AS8,Z,10.5,6.9,8.9,32,209
BMW,I series,FULL-SIZE,3.0,6,AS8,Z,12.0,7.9,10.2,28,238
BMW,I series,COMPACT,3.0,6,AS8,Z,10.9,7.2,9.3,30,217
BMW,I series,COMPACT,3.0,6,M6,Z,11.6,7.8,9.9,29,231
BMW,I series,COMPACT,3.0,6,AS8,Z,10.9,7.3,9.3,30,216
BMW,I series,COMPACT,3.0,6,M6,Z,11.9,8.3,10.3,27,241
BMW,I series,SUBCOMPACT,2.0,4,AS8,Z,10.8,6.7,8.9,32,211
BMW,I series,COMPACT,2.0,4,AS8,Z,9.9,6.5,8.4,34,197
BMW,I series,COMPACT,2.0,4,M6,Z,10.7,7.0,9.0,31,211
BMW,I series,COMPACT,2.0,4,AS8,Z,10.8,6.7,8.9,32,211
BMW,I series,COMPACT,2.0,4,M6,Z,10.9,6.8,9.0,31,210
BMW,I series,SUBCOMPACT,2.0,4,AS8,Z,11.3,7.1,9.4,30,221
BMW,I series,COMPACT,2.0,4,AS8,Z,10.5,6.9,8.9,32,209
