make,model,vehicle_class,engine_size,cylinders,transmission,fuel_type,fuel_consumption_comb,co2_emissions
28,748,0,5.5,8,16,3,13.3,306
28,940,6,5.5,8,16,3,18.2,419
28,941,6,5.5,8,16,3,18.5,426
28,959,6,3.0,6,16,0,12.0,324
28,960,6,3.0,6,16,3,14.0,322
28,961,6,4.7,8,16,3,15.6,359
28,962,6,5.5,8,16,3,16.3,375
28,963,3,2.0,4,16,3,8.7,200
28,964,0,2.0,4,16,3,9.4,216
28,973,3,2.1,4,16,0,8.5,230
28,974,3,3.5,6,16,3,11.2,258
28,1257,6,3.0,6,16,0,10.3,278
28,1258,6,3.0,6,16,3,12.0,276
28,1259,6,4.7,8,16,3,14.2,327
28,1260,6,5.5,8,16,3,15.6,359
28,1561,0,4.7,6,16,3,10.8,248
28,1565,0,4.7,8,16,3,12.3,283
28,1566,0,4.7,8,16,3,12.5,288
28,1567,0,4.7,8,16,3,12.2,281
28,1573,0,6.0,12,16,3,14.9,343
28,1574,0,5.5,8,16,3,13.2,304
28,1575,0,5.5,8,16,3,13.2,304
28,1576,0,6.0,12,16,3,15.5,357
28,1577,0,6.0,12,16,3,15.0,345
28,1658,5,4.7,8,16,3,11.9,274
28,1659,5,5.5,8,16,3,12.4,285
28,1660,5,6.0,12,16,3,14.2,327
28,1662,5,1.8,4,16,3,9.0,207
28,1662,5,1.8,4,25,3,9.0,207
28,1664,5,3.5,6,16,3,9.8,225
28,1665,5,5.5,8,16,3,10.6,244
28,1667,5,6.2,8,9,3,15.6,359
28,1668,5,6.2,8,9,3,15.6,359
29,531,0,1.5,3,15,3,7.5,172
29,531,0,1.5,3,25,3,7.1,163
29,532,0,1.5,3,15,3,7.5,172
29,532,0,1.5,3,25,3,7.2,166
29,535,0,1.6,4,15,3,7.7,177
29,535,0,1.6,4,25,3,7.5,172
29,536,0,1.6,4,15,3,8.7,200
29,536,0,1.6,4,25,3,7.5,172
29,538,5,1.6,4,15,3,7.6,175
29,538,5,1.6,4,25,3,7.3,168
29,539,0,1.6,4,15,3,8.7,200
29,539,0,1.6,4,25,3,7.5,172
29,540,5,1.6,4,15,3,7.7,177
29,540,5,1.6,4,25,3,7.5,172
29,541,0,2.0,4,15,3,8.2,189
29,541,0,2.0,4,25,3,8.6,198
29,542,0,2.0,4,15,3,8.2,189
29,542,0,2.0,4,25,3,8.6,198
29,545,0,1.6,4,15,3,8.1,186
29,545,0,1.6,4,25,3,8.1,186
29,547,0,1.6,4,15,3,9.0,207
29,547,0,1.6,4,25,3,8.7,200
29,548,5,1.6,4,15,3,8.1,186
29,548,5,1.6,4,25,3,8.1,186
29,549,0,1.6,4,15,3,9.0,207
29,549,0,1.6,4,25,3,8.7,200
29,550,5,1.6,4,15,3,8.1,186
29,550,5,1.6,4,25,3,8.1,186
29,1091,0,2.0,4,15,3,8.4,193
29,1091,0,2.0,4,25,3,9.2,212
29,1095,0,1.6,4,15,3,8.1,186
29,1095,0,1.6,4,25,3,8.1,186
29,1096,0,1.6,4,15,3,9.0,207
29,1096,0,1.6,4,25,3,8.7,200
29,1097,5,1.6,4,15,3,8.1,186
29,1097,5,1.6,4,25,3,8.1,186
29,1098,0,1.6,4,15,3,9.0,207
29,1098,0,1.6,4,25,3,8.7,200
29,1099,5,1.6,4,15,3,8.1,186
29,1099,5,1.6,4,25,3,8.1,186
30,1128,0,2.0,4,21,2,8.2,189
30,1128,0,2.0,4,24,2,8.4,193
30,1130,0,2.4,4,21,2,9.5,219
30,1131,0,2.0,4,8,3,12.5,288
30,1131,0,2.0,4,24,3,12.3,283
30,1132,0,2.0,4,8,3,11.6,267
30,1133,3,2.0,4,21,2,8.6,198
30,1133,3,2.0,4,24,2,8.6,198
30,1242,0,1.2,3,19,2,5.9,136
30,1242,0,1.2,3,24,2,6.4,147
30,1333,3,2.4,4,21,2,8.6,198
30,1334,3,2.4,4,21,2,9.1,209
30,1334,3,3.0,6,15,3,10.1,232
30,1524,3,2.0,4,21,2,8.4,193
30,1524,3,2.0,4,24,2,8.8,202
30,1525,3,2.0,4,21,2,8.8,202
30,1525,3,2.4,4,21,2,9.6,221
31,83,5,3.7,6,16,3,11.1,255
31,83,5,3.7,6,25,3,11.5,264
31,84,5,3.7,6,16,3,11.5,264
31,84,5,3.7,6,25,3,11.8,271
31,277,0,2.5,4,19,2,7.6,175
31,277,0,3.5,6,19,2,9.0,207
31,357,6,5.6,8,2,2,16.6,382
31,920,2,2.5,4,2,2,12.3,283
31,920,2,2.5,4,24,2,11.3,260
31,920,2,4.0,6,2,2,12.7,292
31,921,2,4.0,6,2,2,13.7,315
31,921,2,4.0,6,25,2,13.3,306
31,1008,0,3.8,6,8,3,12.6,290
31,1103,3,1.6,4,22,2,7.9,182
31,1103,3,1.6,4,25,2,7.7,177
31,1104,3,1.6,4,22,2,8.2,189
31,1105,3,1.6,4,25,3,8.3,191
31,1106,3,1.6,4,23,3,8.8,202
31,1241,0,1.6,4,1,2,7.8,179
31,1241,0,1.6,4,24,2,7.7,177
31,1263,0,3.5,6,22,2,9.8,225
31,1264,0,3.5,6,22,2,9.9,228
31,1311,3,2.0,4,19,2,9.4,216
31,1359,3,3.5,6,19,2,10.4,239
31,1360,3,3.5,6,19,2,10.7,246
31,1361,3,3.5,6,19,2,11.0,253
31,1362,6,2.5,4,19,2,8.8,202
31,1443,2,3.5,6,19,2,10.5,242
31,1513,3,2.5,4,19,2,8.3,191
31,1514,3,2.5,4,19,2,8.5,196
31,1775,6,5.6,8,2,2,16.1,370
31,1776,6,5.6,8,2,2,17.2,396
31,1638,0,1.8,4,19,2,7.2,166
31,1638,0,1.8,4,25,2,7.9,182
31,1880,0,1.6,4,19,2,6.8,156
31,1880,0,1.6,4,24,2,7.7,177
31,2011,3,4.0,6,2,2,14.2,327
31,2011,3,4.0,6,25,2,14.4,331
32,177,0,3.4,6,9,3,10.1,232
32,177,0,3.4,6,26,3,10.6,244
32,184,0,3.4,6,9,3,10.1,232
32,184,0,3.4,6,26,3,10.7,246
32,178,0,3.4,6,9,3,10.2,235
32,178,0,3.4,6,26,3,10.7,246
32,179,0,3.4,6,9,3,10.5,242
32,179,0,3.4,6,26,3,10.9,251
32,180,0,3.8,6,9,3,11.1,255
32,180,0,3.8,6,26,3,11.3,260
32,181,0,3.8,6,9,3,11.4,262
32,181,0,3.8,6,26,3,11.6,267
32,182,0,3.8,6,9,3,10.7,246
32,182,0,3.8,6,26,3,11.0,253
32,183,0,3.8,6,9,3,11.0,253
32,183,0,3.8,6,26,3,11.2,258
32,185,0,3.8,6,9,3,11.0,253
32,185,0,3.8,6,26,3,11.2,258
32,186,0,3.8,6,9,3,11.1,255
32,186,0,3.8,6,26,3,11.6,267
32,187,0,3.8,6,9,3,10.5,242
32,187,0,3.8,6,26,3,10.7,246
32,188,0,3.8,6,9,3,10.6,244
32,188,0,3.8,6,26,3,10.9,251
32,203,5,3.8,6,9,3,14.0,322
32,208,0,3.4,6,9,3,10.8,248
32,208,0,3.4,6,26,3,11.1,255
32,210,0,3.8,6,9,3,11.2,258
32,210,0,3.8,6,26,3,11.4,262
32,211,0,3.8,6,9,3,11.9,274
32,212,0,3.8,6,9,3,11.9,274
32,213,0,3.8,6,9,3,11.9,274
32,214,0,3.8,6,9,3,11.9,274
32,402,5,2.7,6,9,3,9.2,212
32,402,5,2.7,6,25,3,9.9,228
32,403,5,3.4,6,9,3,9.5,218
32,403,5,3.4,6,25,3,10.7,246
32,404,5,3.4,6,9,3,9.8,225
32,404,5,3.4,6,25,3,10.4,239
32,454,6,3.0,6,5,0,10.2,277
32,457,6,3.6,6,5,3,12.2,286
32,459,6,4.8,8,5,3,14.2,327
32,461,5,2.7,6,9,3,9.2,212
32,461,5,2.7,6,25,3,9.9,228
32,463,5,3.4,6,9,3,9.5,218
32,463,5,3.4,6,25,3,10.7,246
32,464,5,3.4,6,9,3,9.8,225
32,464,5,3.4,6,25,3,10.4,239
32,1212,3,3.0,6,4,3,12.2,281
32,1213,3,3.6,6,4,3,12.3,283
32,1343,0,3.6,6,9,3,10.9,251
32,1344,0,3.6,6,9,3,11.1,255
32,1347,0,3.0,6,9,3,11.4,262
32,1348,0,3.0,6,9,3,11.5,264
32,1350,0,4.8,8,9,3,12.7,292
32,1351,0,3.0,6,9,3,11.4,262
32,1352,0,4.8,8,9,3,12.8,294
32,1353,0,4.8,8,9,3,12.9,297
32,1354,0,4.8,8,9,3,12.8,294
32,1355,0,4.8,8,9,3,12.9,297
33,2,6,3.6,6,5,2,11.9,274
33,21,6,3.6,6,5,2,11.9,274
33,21,6,3.6,6,5,1,16.8,269
33,22,6,3.6,6,5,2,11.3,260
33,3,6,5.7,8,3,2,14.8,340
33,3,6,5.7,8,5,2,13.6,313
33,18,6,3.0,6,5,0,10.1,273
33,19,6,3.0,6,5,0,9.8,265
33,4,6,3.6,6,5,2,12.6,290
33,9,6,3.6,6,5,2,12.6,290
33,9,6,3.6,6,5,1,17.8,285
33,5,6,5.7,8,3,2,15.4,354
33,5,6,5.7,8,5,2,14.1,324
33,7,6,3.0,6,5,0,10.6,286
33,452,2,3.6,6,3,2,11.4,262
33,452,2,3.6,6,3,1,15.9,254
33,1376,3,2.4,4,6,2,9.8,225
34,954,0,6.6,12,17,3,16.1,370
34,955,0,6.6,12,17,3,16.1,370
34,1366,0,6.7,12,17,3,17.2,396
34,1369,0,6.7,12,17,3,17.2,396
34,1367,0,6.7,12,17,3,17.2,396
34,1368,0,6.7,12,17,3,17.2,396
34,1894,0,6.6,12,17,3,15.6,359
35,919,0,2.0,4,15,3,8.4,193
35,919,0,2.0,4,25,3,9.6,221
35,2049,0,1.3,4,19,2,6.4,147
35,2050,0,2.5,4,15,2,9.0,207
35,2050,0,2.5,4,25,2,9.0,207
35,2051,3,2.4,4,13,2,9.8,225
35,2051,3,2.4,4,24,2,9.8,225
36,917,5,1.0,3,7,3,6.5,150
36,918,5,1.0,3,7,3,6.5,150
38,406,0,2.0,4,15,3,8.4,193
38,406,0,2.0,4,25,3,9.6,221
38,911,3,2.0,4,23,3,9.4,216
38,911,3,2.5,4,21,2,8.7,200
38,911,3,2.5,4,25,2,9.6,221
38,1065,0,2.0,4,21,2,7.6,175
38,1065,0,2.0,4,24,2,8.4,193
38,1066,3,2.0,4,21,2,7.6,175
38,1066,3,2.0,4,24,2,8.4,193
38,1136,0,2.5,4,21,2,7.9,182
38,1136,0,2.5,4,25,2,9.4,216
38,1136,0,3.6,6,21,2,10.2,235
38,1332,3,2.5,4,21,2,8.3,191
38,1332,3,2.5,4,25,2,9.7,223
38,1332,3,3.6,6,21,2,10.5,242
38,1901,0,2.0,4,23,3,11.1,255
38,1901,0,2.0,4,25,3,9.8,225
38,1901,0,2.5,4,25,3,12.2,281
38,2015,3,2.0,4,21,2,8.1,186
38,2015,3,2.0,4,24,2,9.1,209
38,2016,3,2.0,4,21,2,7.5,173
39,119,6,4.0,6,14,2,12.8,294
39,120,6,4.0,6,14,2,12.8,294
39,363,0,3.5,6,15,2,9.6,221
39,444,0,2.5,4,15,2,8.4,193
39,444,0,3.5,6,15,2,9.5,218
39,445,0,2.5,4,19,2,5.7,131
39,446,0,2.5,4,19,2,5.9,136
39,551,0,1.8,4,1,2,7.6,175
39,551,0,1.8,4,22,2,7.1,163
39,551,0,1.8,4,19,2,7.3,168
39,551,0,1.8,4,25,2,7.4,170
39,552,0,1.8,4,19,2,6.8,156
39,553,0,1.8,4,19,2,6.9,159
39,1033,3,2.7,4,15,2,10.7,246
39,1033,3,3.5,6,15,2,11.1,255
39,1034,6,3.5,6,15,2,11.6,267
39,1037,6,3.5,6,21,2,8.5,196
39,1038,6,3.5,6,21,2,8.4,193
39,1373,0,1.8,4,19,2,4.7,108
39,1374,0,1.5,4,19,2,4.8,110
39,1375,0,1.8,4,19,2,5.6,129
39,1486,3,2.5,4,15,2,8.9,205
39,1487,3,2.5,4,15,2,9.5,218
39,1491,3,2.5,4,15,2,8.9,205
39,1492,3,2.5,4,15,2,9.6,221
39,1641,6,5.7,8,15,2,16.6,382
39,1643,2,3.5,6,15,2,11.4,262
39,1644,2,3.5,6,15,2,12.5,288
39,1759,2,2.7,4,1,2,11.2,258
39,1759,2,2.7,4,24,2,10.5,242
39,1759,2,4.0,6,25,2,13.1,301
39,1760,2,2.7,4,1,2,12.3,283
39,1760,2,2.7,4,24,2,12.3,283
39,1760,2,4.0,6,2,2,13.4,308
39,1760,2,4.0,6,25,2,14.0,322
39,1817,6,4.6,8,15,2,14.3,329
39,1817,6,5.7,8,15,2,15.2,350
39,1818,6,4.6,8,15,2,15.1,347
39,1818,6,5.7,8,15,2,16.6,382
39,1877,3,2.7,4,15,2,10.4,239
39,1877,3,3.5,6,15,2,10.9,251
39,1878,3,2.7,4,15,2,10.5,242
39,1878,3,3.5,6,15,2,11.3,260
39,2017,0,1.5,4,1,2,7.3,168
39,2017,0,1.5,4,24,2,7.1,163
40,396,0,1.8,4,15,2,8.5,196
40,396,0,1.8,4,24,2,8.7,200
40,396,0,2.0,4,8,3,9.1,209
40,396,0,2.0,4,25,3,9.2,212
40,400,0,2.0,4,8,0,6.9,183
40,400,0,2.0,4,25,0,6.9,184
40,397,0,1.8,4,15,2,8.7,200
40,397,0,2.0,4,8,3,9.4,216
40,397,0,2.0,4,25,3,9.2,212
40,465,0,2.0,4,8,3,9.3,214
40,465,0,2.0,4,25,3,9.6,221
40,466,0,3.6,6,15,3,11.8,271
40,779,0,2.0,4,8,3,9.5,219
40,977,0,1.8,4,15,2,8.1,186
40,977,0,1.8,4,24,2,8.0,184
40,985,0,2.0,4,8,0,6.5,177
40,985,0,2.0,4,25,0,6.5,178
40,979,0,2.0,4,8,3,8.5,196
40,979,0,2.0,4,25,3,8.3,191
40,983,3,1.8,4,15,2,8.2,193
40,983,3,1.8,4,24,2,8.2,189
40,984,3,2.0,4,8,0,6.7,180
40,984,3,2.0,4,25,0,6.7,179
40,1086,0,1.8,4,15,2,7.9,182
40,1086,0,1.8,4,24,2,8.0,184
40,1086,0,2.0,4,15,2,8.9,205
40,1086,0,2.0,4,24,2,8.4,193
40,1089,0,2.0,4,8,0,6.5,175
40,1089,0,2.0,4,25,0,6.5,176
40,1087,0,2.0,4,8,3,8.8,202
40,1087,0,2.0,4,25,3,8.9,205
40,1088,0,1.4,4,9,3,5.3,122
40,1357,0,1.8,4,15,2,8.3,191
40,1357,0,1.8,4,24,2,8.4,193
40,1358,0,2.0,4,8,0,6.9,185
40,1358,0,2.0,4,25,0,6.7,182
40,1357,0,3.6,6,8,3,10.4,239
40,1773,3,2.0,4,15,3,10.5,242
40,1773,3,2.0,4,25,3,11.2,258
40,1774,3,2.0,4,15,3,10.7,246
40,1785,6,3.6,6,17,3,12.4,292
40,1786,6,3.0,6,17,0,10.2,277
41,1599,0,3.0,6,15,2,11.0,253
41,1601,0,2.0,4,17,2,8.4,193
41,1602,0,2.5,5,15,2,10.1,232
41,1604,0,2.0,4,17,3,8.9,205
41,1605,0,3.0,6,15,2,11.2,258
41,1612,0,2.0,4,17,2,8.4,193
41,1613,0,3.0,6,15,2,11.2,258
41,1858,3,2.0,4,17,2,8.8,202
41,1859,3,2.5,5,15,2,10.3,237
41,1862,3,3.0,6,15,2,11.0,253
41,1863,3,2.0,4,17,2,8.4,193
41,1864,3,2.5,5,15,2,10.1,232
41,1865,3,3.0,6,15,2,11.2,258
41,1954,3,3.2,6,15,2,11.5,264
41,1956,3,2.0,4,17,2,8.8,202
41,1957,3,2.5,5,15,2,11.4,262
41,1959,3,2.0,4,17,3,9.4,216
41,1960,3,3.0,6,15,2,11.9,274
41,1961,3,3.2,6,15,2,11.3,260
41,1963,3,2.0,4,17,2,8.8,202
41,1965,3,3.0,6,15,2,11.9,274
0,1057,0,2.4,4,10,3,8.1,189
0,1236,3,3.5,6,18,3,11.1,254
0,1238,3,3.5,6,18,3,10.7,251
0,1499,3,3.5,6,15,3,10.7,249
0,1510,0,3.5,6,15,3,10.0,235
0,1511,0,3.5,6,9,3,7.7,180
0,1780,0,2.4,4,10,3,8.3,196
0,1782,0,3.5,6,18,3,9.6,226
1,113,5,1.8,4,8,3,8.4,197
2,709,0,5.9,12,3,3,15.6,365
2,1485,0,6.0,12,5,3,14.2,332
2,1872,0,6.0,12,5,3,14.8,346
2,1866,5,4.7,8,9,3,14.7,343
2,1866,5,4.7,8,25,3,15.5,362
2,1873,5,4.7,8,9,3,14.7,343
2,1873,5,4.7,8,25,3,15.5,362
2,1867,5,4.7,8,9,3,14.7,343
2,1867,5,4.7,8,25,3,15.5,362
2,1856,5,6.0,12,9,3,16.5,390
3,228,0,1.8,4,8,2,8.7,204
3,231,0,2.0,4,8,2,8.6,201
3,229,0,2.0,4,8,2,8.9,208
3,234,0,2.0,4,23,3,8.9,212
3,236,0,2.0,4,17,3,9.6,224
3,236,0,2.0,4,25,3,9.1,214
3,235,3,2.0,4,17,3,9.9,232
3,242,0,2.0,4,17,3,9.6,224
3,242,0,2.0,4,25,3,9.1,214
3,240,0,2.0,4,17,3,9.8,230
3,246,0,2.0,4,17,3,9.2,211
3,246,0,3.0,6,17,3,9.9,232
3,247,0,3.0,6,17,0,7.8,213
3,250,0,3.0,6,17,3,9.9,232
3,251,0,3.0,6,17,0,7.8,213
3,254,0,3.0,6,17,3,10.5,247
3,254,0,4.0,8,17,3,10.7,249
3,255,0,3.0,6,17,0,8.4,224
3,258,0,4.0,8,17,3,10.9,255
3,258,0,6.3,12,17,3,14.6,344
3,1406,0,2.0,4,15,3,10.3,242
3,1407,0,2.0,4,15,3,10.3,240
3,1412,3,2.0,4,17,3,10.4,244
3,1412,3,3.0,6,17,3,11.4,267
3,1413,3,3.0,6,17,0,9.0,244
3,1411,3,2.0,4,17,3,8.9,209
3,1523,0,4.0,8,17,3,13.3,313
3,1579,0,2.0,4,8,3,9.0,211
3,1581,0,3.0,6,9,3,11.0,257
3,1581,0,3.0,6,25,3,11.7,273
3,1586,0,3.0,6,9,3,11.0,257
3,1586,0,3.0,6,25,3,11.7,273
3,1584,0,3.0,6,9,3,11.4,266
3,1590,0,4.0,8,9,3,11.3,263
3,1607,0,4.0,8,9,3,11.4,265
3,1609,0,4.0,8,17,3,12.8,300
3,1691,3,3.0,6,17,3,12.2,285
3,1804,0,2.0,4,8,2,9.1,209
3,1806,5,2.0,4,8,2,9.1,209
3,1811,0,2.0,4,8,3,9.5,222
4,525,0,4.0,8,17,3,13.1,307
4,525,0,6.0,12,17,3,15.4,360
4,526,0,4.0,8,17,3,14.4,337
4,526,0,6.0,12,17,3,16.0,375
4,904,0,4.0,8,17,3,14.2,334
4,904,0,6.0,12,17,3,16.5,388
4,1261,0,6.8,8,17,3,17.5,408
5,33,0,2.0,4,17,3,8.4,197
5,33,0,2.0,4,25,3,9.0,211
5,36,0,2.0,4,17,3,8.8,207
5,37,0,2.0,4,17,3,8.9,209
5,54,0,2.0,4,17,3,8.4,197
5,54,0,2.0,4,25,3,9.0,211
5,56,0,2.0,4,17,3,8.8,207
5,58,0,2.0,4,17,0,6.8,183
5,60,3,2.0,4,17,0,6.8,183
5,63,0,2.0,4,17,3,8.9,209
5,64,0,2.0,4,17,3,8.9,209
5,66,3,2.0,4,17,3,8.9,209
5,77,0,3.0,6,17,3,10.2,238
5,79,0,3.0,6,17,3,9.3,217
5,79,0,3.0,6,25,3,9.9,231
5,80,0,3.0,6,17,3,9.3,216
5,80,0,3.0,6,25,3,10.3,241
5,86,0,2.0,4,17,3,8.9,211
5,87,0,2.0,4,17,3,8.4,197
5,87,0,2.0,4,25,3,9.0,211
5,88,0,2.0,4,17,3,8.9,211
5,88,0,2.0,4,25,3,9.0,210
5,89,0,2.0,4,17,3,9.4,221
5,90,0,2.0,4,17,3,8.9,209
5,91,0,2.0,4,17,3,8.9,209
5,99,0,3.0,6,17,3,9.9,232
5,100,0,3.0,6,17,3,9.9,232
5,100,0,3.0,6,25,3,10.5,246
5,102,0,3.0,6,17,3,10.2,238
5,103,0,3.0,6,17,3,10.2,238
5,103,0,3.0,6,25,3,10.5,247
5,104,0,3.0,6,17,3,10.2,238
5,137,0,2.0,4,17,3,8.9,209
5,142,0,3.0,6,17,0,7.9,212
5,144,0,3.0,6,17,3,10.2,238
5,145,0,3.0,6,17,3,11.2,263
5,150,0,4.4,8,17,3,12.3,288
5,151,0,4.4,8,17,3,12.1,283
5,153,0,3.0,6,17,3,10.2,238
5,154,0,3.0,6,17,3,10.2,238
5,158,0,4.4,8,17,3,12.1,283
5,159,0,4.4,8,17,3,12.3,288
5,160,0,4.4,8,17,3,12.1,283
5,169,0,4.4,8,17,3,12.1,283
5,165,0,4.4,8,17,3,12.1,283
5,270,0,3.0,6,17,3,9.4,219
5,273,0,4.4,8,17,3,12.1,283
5,1158,0,3.0,6,9,3,10.4,244
5,1158,0,3.0,6,25,3,11.1,260
5,1160,0,3.0,6,17,3,9.9,232
5,1160,0,3.0,6,25,3,10.4,245
5,1161,0,3.0,6,17,3,9.9,232
5,1161,0,3.0,6,25,3,10.5,246
5,1163,0,3.0,6,17,3,10.2,238
5,1164,0,3.0,6,17,3,10.2,238
5,1176,0,3.0,6,9,3,12.1,284
5,1176,0,3.0,6,25,3,11.6,271
5,1179,0,3.0,6,9,3,12.1,282
5,1179,0,3.0,6,25,3,11.8,278
5,1180,0,3.0,6,9,3,12.1,284
5,1180,0,3.0,6,25,3,11.6,271
5,1186,0,4.4,8,9,3,14.7,344
5,1186,0,4.4,8,25,3,13.7,321
5,1193,0,4.4,8,9,3,14.7,344
5,1193,0,4.4,8,25,3,13.7,321
5,1194,0,4.4,8,9,3,14.7,344
5,1194,0,4.4,8,25,3,13.7,321
5,1196,0,4.4,8,9,3,14.7,344
5,1196,0,4.4,8,25,3,13.7,321
5,1913,3,2.0,4,17,3,9.2,215
5,1922,3,2.0,4,17,0,7.9,211
5,1923,3,2.0,4,17,3,9.9,231
5,1925,3,3.0,6,17,3,10.9,257
5,1929,3,3.0,6,17,3,11.3,264
5,1930,3,2.0,4,17,3,10.2,238
5,1931,3,3.0,6,17,3,10.9,257
5,1933,6,4.4,8,17,3,14.6,343
5,1935,6,3.0,6,17,0,8.9,233
5,1936,6,3.0,6,17,3,11.5,269
5,1937,6,4.4,8,17,3,13.8,322
5,1940,6,4.4,8,17,3,14.6,343
5,1942,6,3.0,6,17,3,11.5,269
5,1943,6,4.4,8,17,3,13.8,322
5,2044,5,2.0,4,17,3,9.1,212
5,2044,5,2.0,4,25,3,9.0,211
5,2045,5,3.0,6,9,3,12.1,282
5,2046,5,3.0,6,9,3,12.1,282
7,766,6,3.6,6,3,2,13.4,315
7,767,6,3.6,6,3,2,13.7,323
7,768,3,1.4,4,15,2,8.5,199
7,772,3,1.4,4,15,2,9.2,215
7,776,3,1.4,4,15,2,7.8,182
7,777,3,1.4,4,15,2,8.2,192
7,778,3,2.0,4,3,3,10.6,248
7,1126,0,3.6,6,15,2,11.4,268
7,1126,0,3.6,6,15,1,15.8,260
7,1127,0,2.4,4,15,2,8.2,193
7,1125,0,3.6,6,15,2,11.7,274
7,1125,0,3.6,6,15,1,15.8,263
7,1501,0,2.0,4,15,3,9.8,231
7,1501,0,2.0,4,25,3,9.8,230
7,1503,0,2.4,4,15,2,8.2,193
7,1502,0,2.0,4,15,3,10.7,252
7,1879,0,2.0,4,15,3,9.8,231
7,1879,0,2.0,4,25,3,9.8,230
7,1879,0,2.4,4,15,2,9.6,224
8,360,0,2.0,4,17,3,9.2,215
8,360,0,2.0,4,25,3,10.3,240
8,360,0,2.5,4,17,2,9.1,214
8,360,0,3.6,6,17,2,9.9,233
8,361,0,2.0,4,17,3,9.4,221
8,361,0,3.6,6,17,2,10.5,247
8,362,0,3.6,6,17,3,12.5,293
8,362,0,3.6,6,25,3,12.4,289
8,581,0,2.0,4,17,3,9.5,222
8,582,0,3.0,6,17,3,11.2,263
8,582,0,3.6,6,17,2,11.0,257
8,583,0,2.0,4,17,3,9.5,221
8,583,0,3.6,6,17,2,9.9,233
8,584,0,2.0,4,17,3,9.8,229
8,584,0,3.6,6,17,2,10.5,247
8,592,0,3.6,6,17,3,12.5,293
8,593,0,6.2,8,17,3,14.1,332
8,788,6,6.2,8,5,3,13.9,325
8,1692,6,3.6,6,15,2,12.3,287
8,1693,6,3.6,6,15,2,12.8,300
8,2012,0,3.6,6,15,2,11.3,263
8,2013,0,3.6,6,15,2,11.6,273
8,2014,0,3.6,6,15,3,12.8,302
9,439,0,2.0,4,17,3,9.3,218
9,439,0,2.0,4,25,3,9.8,229
9,439,0,3.6,6,17,2,10.6,248
9,439,0,3.6,6,25,2,11.2,261
9,441,0,6.2,8,17,3,11.6,272
9,441,0,6.2,8,25,3,12.1,284
9,495,3,2.0,4,19,2,9.4,220
9,518,2,2.5,4,3,2,10.5,247
9,518,2,2.5,4,25,2,10.8,253
9,518,2,2.8,4,3,0,9.4,252
9,518,2,3.6,6,3,2,11.3,265
9,519,2,2.5,4,3,2,11.3,265
9,519,2,2.8,4,3,0,10.3,277
9,519,2,3.6,6,3,2,11.9,279
9,556,5,6.2,8,17,3,11.7,275
9,556,5,6.2,8,26,3,11.2,263
9,557,5,6.2,8,17,3,14.3,335
9,557,5,6.2,8,26,3,13.4,313
9,563,0,1.4,4,15,2,6.8,159
9,563,0,1.4,4,25,2,7.1,167
9,571,0,1.4,4,15,2,6.9,160
9,569,0,1.4,4,15,2,7.8,184
9,569,0,1.4,4,25,2,7.8,182
9,569,0,1.8,4,15,2,8.8,207
9,569,0,1.8,4,25,2,8.1,190
9,570,0,1.4,4,3,2,7.7,181
9,570,0,1.4,4,25,2,7.1,167
9,780,3,2.4,4,3,2,9.1,214
9,780,3,3.6,6,3,2,12.1,285
9,783,3,2.4,4,3,2,9.1,214
9,783,3,2.4,4,3,1,13.4,221
9,781,3,2.4,4,3,2,10.0,235
9,781,3,3.6,6,3,2,12.8,300
9,782,3,2.4,4,3,2,10.0,235
9,782,3,2.4,4,3,1,14.2,236
9,810,4,6.0,8,3,2,18.8,441
9,812,4,6.0,8,3,2,19.8,465
9,1059,0,2.5,4,15,2,9.2,215
9,1062,0,3.6,6,15,2,10.6,248
9,1062,0,3.6,6,15,1,14.5,239
9,1060,0,3.6,6,15,2,11.9,272
9,1215,0,1.5,4,3,2,7.6,179
9,1215,0,2.0,4,17,3,9.0,211
9,1217,0,2.5,4,15,2,8.6,202
9,1216,0,1.8,4,19,2,5.1,122
9,1651,6,5.3,8,3,2,12.7,298
9,1651,6,6.2,8,5,3,14.0,328
9,1654,6,4.3,6,3,2,11.9,280
9,1654,6,4.3,6,3,1,17.1,284
9,1654,6,5.3,8,3,2,12.7,298
9,1654,6,5.3,8,3,1,17.2,286
9,1652,6,5.3,8,3,2,13.1,307
9,1652,6,6.2,8,5,3,14.2,332
9,1653,6,4.3,6,3,2,12.6,296
9,1653,6,4.3,6,3,1,18.1,301
9,1653,6,5.3,8,3,2,13.1,306
9,1653,6,5.3,8,3,1,17.8,295
9,1656,6,5.3,8,5,2,13.0,304
9,1675,0,1.4,4,15,2,8.0,188
9,1675,0,1.4,4,25,2,7.5,175
9,1675,0,1.8,4,15,2,8.3,195
9,1675,0,1.8,4,24,2,8.0,187
9,1678,0,1.4,4,15,2,8.4,195
9,1678,0,1.4,4,25,2,8.0,189
9,1676,3,1.4,4,15,2,8.0,188
9,1676,3,1.4,4,25,2,7.5,175
9,1676,3,1.8,4,15,2,8.3,195
9,1676,3,1.8,4,24,2,8.0,187
9,1677,3,1.4,4,15,2,8.4,195
9,1677,3,1.4,4,25,2,8.0,189
9,1687,0,1.4,4,19,2,6.7,157
9,1687,0,1.4,4,24,2,6.9,162
9,1697,6,5.3,8,3,2,13.0,304
9,1700,6,5.3,8,3,2,13.0,304
