make,model,vehicle_class,engine_size,cylinders,fuel_type,fuel_consumption_comb,co2_emissions
CHEVROLET,TRAX,cluster3,1.4,4,X,8.2,189
CHEVROLET,TRAX,cluster3,1.4,4,X,8.1,186
CHEVROLET,TRAX,cluster3,1.4,4,X,8.7,200
CHRYSLER,200,cluster0,2.4,4,X,8.5,196
CHRYSLER,200,cluster0,2.4,4,X,8.5,196
CHRYSLER,200,cluster0,2.4,4,E,11.3,181
CHRYSLER,200,cluster0,3.6,6,X,10.2,235
CHRYSLER,200,cluster0,3.6,6,X,10.2,235
CHRYSLER,200,cluster0,3.6,6,E,13.6,218
CHRYSLER,200,cluster0,3.6,6,X,10.7,246
CHRYSLER,200,cluster0,3.6,6,X,10.7,246
CHRYSLER,200,cluster0,3.6,6,E,14.1,226
CHRYSLER,300,cluster0,3.6,6,X,10.3,237
CHRYSLER,300,cluster0,3.6,6,X,10.3,237
CHRYSLER,300,cluster0,3.6,6,E,13.9,222
CHRYSLER,300,cluster0,5.7,8,X,12.3,283
CHRYSLER,300,cluster0,3.6,6,X,10.9,251
CHRYSLER,300,cluster0,3.6,6,X,10.9,251
CHRYSLER,300,cluster0,3.6,6,E,14.8,237
CHRYSLER,TOWN & COUNTRY,cluster2,3.6,6,X,12.0,276
CHRYSLER,TOWN & COUNTRY,cluster2,3.6,6,E,16.8,269
DODGE,CHALLENGER,cluster0,3.6,6,X,10.3,237
DODGE,CHALLENGER,cluster0,5.7,8,X,13.1,301
DODGE,CHALLENGER,cluster0,6.4,8,Z,13.9,320
DODGE,CHALLENGER,cluster0,5.7,8,X,12.3,283
DODGE,CHALLENGER,cluster0,6.4,8,Z,12.9,297
DODGE,CHALLENGER,cluster0,6.4,8,Z,13.9,320
DODGE,CHALLENGER,cluster0,6.4,8,Z,12.9,297
DODGE,CHALLENGER,cluster0,6.2,8,Z,14.7,338
DODGE,CHALLENGER,cluster0,6.2,8,Z,15.1,347
DODGE,CHARGER,cluster0,3.6,6,X,11.5,264
DODGE,CHARGER,cluster0,3.6,6,X,11.5,264
DODGE,CHARGER,cluster0,3.6,6,E,15.9,254
DODGE,CHARGER,cluster0,3.6,6,X,10.3,237
DODGE,CHARGER,cluster0,3.6,6,X,10.3,237
DODGE,CHARGER,cluster0,3.6,6,E,13.9,222
DODGE,CHARGER,cluster0,5.7,8,X,12.9,297
DODGE,CHARGER,cluster0,5.7,8,X,12.3,283
DODGE,CHARGER,cluster0,3.6,6,X,10.9,251
DODGE,CHARGER,cluster0,3.6,6,X,10.9,251
DODGE,CHARGER,cluster0,3.6,6,E,14.8,237
DODGE,CHARGER,cluster0,5.7,8,X,13.4,308
DODGE,CHARGER,cluster0,6.4,8,Z,12.9,297
DODGE,CHARGER,cluster0,6.2,8,Z,14.7,338
DODGE,DART,cluster0,2.0,4,X,8.1,186
DODGE,DART,cluster0,2.0,4,X,8.6,198
DODGE,DART,cluster0,2.0,4,E,11.5,184
DODGE,DART,cluster0,2.4,4,X,8.6,198
DODGE,DART,cluster0,2.4,4,X,8.8,202
DODGE,DART,cluster0,2.4,4,X,9.2,212
DODGE,DART,cluster0,2.4,4,X,8.8,202
DODGE,DART,cluster0,1.4,4,X,7.3,168
DODGE,DART,cluster0,1.4,4,X,7.3,168
DODGE,DURANGO,cluster6,3.6,6,X,12.1,278
DODGE,DURANGO,cluster6,3.6,6,E,15.6,250
DODGE,DURANGO,cluster6,5.7,8,X,14.7,338
DODGE,CARAVAN,cluster2,3.6,6,X,11.8,271
DODGE,CARAVAN,cluster2,3.6,6,E,16.4,262
DODGE,JOURNEY,cluster3,2.4,4,X,11.1,255
DODGE,JOURNEY,cluster3,3.6,6,X,12.1,278
DODGE,JOURNEY,cluster3,3.6,6,E,16.2,259
DODGE,JOURNEY,cluster3,3.6,6,X,12.4,285
DODGE,VIPER,cluster5,8.4,10,Z,15.8,363
FIAT,500,cluster0,1.4,4,X,7.9,182
FIAT,500,cluster0,1.4,4,X,7.2,166
FIAT,500,cluster0,1.4,4,X,7.9,182
FIAT,500,cluster0,1.4,4,X,6.8,156
FIAT,500,cluster0,1.4,4,X,8.6,198
FIAT,500,cluster0,1.4,4,X,7.8,179
FIAT,500,cluster0,1.4,4,X,8.6,198
FIAT,500,cluster0,1.4,4,X,7.8,179
FIAT,500,cluster0,1.4,4,X,8.6,198
FIAT,500,cluster0,1.4,4,X,7.8,179
FIAT,500L,cluster3,1.4,4,X,9.4,216
FIAT,500L,cluster3,1.4,4,X,8.7,200
FIAT,500L,cluster3,1.4,4,X,8.3,191
FORD,C-MAX,cluster0,2.0,4,X,6.0,138
FORD,EDGE,cluster3,2.0,4,X,9.8,225
FORD,EDGE,cluster3,2.0,4,X,9.8,225
FORD,EDGE,cluster3,3.5,6,X,11.3,260
FORD,EDGE,cluster3,2.0,4,X,10.3,237
FORD,EDGE,cluster3,3.5,6,X,11.8,271
FORD,EDGE,cluster3,2.7,6,X,11.9,274
FORD,ESCAPE,cluster3,1.6,4,X,9.0,207
FORD,ESCAPE,cluster3,2.0,4,X,9.6,221
FORD,ESCAPE,cluster3,2.5,4,X,9.5,218
FORD,ESCAPE,cluster3,1.6,4,X,9.4,216
FORD,ESCAPE,cluster3,2.0,4,X,10.1,232
FORD,EXPEDITION,cluster6,3.5,6,X,14.2,327
FORD,EXPEDITION,cluster6,3.5,6,X,14.4,331
FORD,EXPLORER,cluster6,2.0,4,X,10.4,239
FORD,EXPLORER,cluster6,3.5,6,X,11.9,274
FORD,EXPLORER,cluster6,3.5,6,E,16.1,258
FORD,EXPLORER,cluster6,3.5,6,X,13.0,299
FORD,EXPLORER,cluster6,3.5,6,X,12.5,288
FORD,EXPLORER,cluster6,3.5,6,E,16.9,270
FORD,F-150,cluster6,2.7,6,X,10.8,248
FORD,F-150,cluster6,3.5,6,X,12.0,276
FORD,F-150,cluster6,3.5,6,X,11.5,264
FORD,F-150,cluster6,3.5,6,E,15.7,251
FORD,F-150,cluster6,5.0,8,X,13.3,306
FORD,F-150,cluster6,5.0,8,E,17.9,286
FORD,F-150,cluster6,2.7,6,X,12.0,276
FORD,F-150,cluster6,3.5,6,X,12.5,288
FORD,F-150,cluster6,3.5,6,X,12.4,285
FORD,F-150,cluster6,3.5,6,E,16.8,269
FORD,F-150,cluster6,5.0,8,X,13.9,320
FORD,F-150,cluster6,5.0,8,E,18.7,299
FORD,FIESTA,cluster0,1.6,4,X,7.6,175
FORD,FIESTA,cluster0,1.6,4,X,7.6,175
FORD,FIESTA,cluster0,1.0,3,X,6.6,152
FORD,FIESTA,cluster0,1.6,4,X,7.4,170
FORD,FIESTA,cluster0,1.6,4,X,8.0,184
FORD,FLEX,cluster6,3.5,6,X,11.6,267
FORD,FLEX,cluster6,3.5,6,X,12.1,278
FORD,FLEX,cluster6,3.5,6,X,12.8,294
FORD,FOCUS,cluster0,1.0,3,X,7.1,163
FORD,FOCUS,cluster0,2.0,4,X,8.9,205
FORD,FOCUS,cluster0,2.0,4,X,7.7,177
FORD,FOCUS,cluster0,2.0,4,E,10.4,166
FORD,FOCUS,cluster0,2.0,4,X,7.8,179
FORD,FOCUS,cluster0,2.0,4,E,10.6,170
FORD,FOCUS,cluster0,2.0,4,X,8.1,186
FORD,FOCUS,cluster0,2.0,4,E,10.9,174
FORD,FUSION,cluster0,1.5,4,X,8.4,193
FORD,FUSION,cluster0,1.5,4,X,8.0,184
FORD,FUSION,cluster0,2.0,4,X,8.9,205
FORD,FUSION,cluster0,2.5,4,X,8.9,205
FORD,FUSION,cluster0,2.0,4,X,9.3,214
FORD,FUSION,cluster0,2.0,4,X,5.5,126
FORD,MUSTANG,cluster0,2.3,4,X,9.4,216
FORD,MUSTANG,cluster0,2.3,4,X,9.2,212
FORD,MUSTANG,cluster0,3.7,6,X,10.7,246
FORD,MUSTANG,cluster0,3.7,6,X,11.2,258
FORD,MUSTANG,cluster0,5.0,8,X,12.4,285
FORD,MUSTANG,cluster0,5.0,8,X,12.5,288
FORD,MUSTANG,cluster0,2.3,4,X,9.9,228
FORD,MUSTANG,cluster0,5.0,8,X,13.0,299
FORD,T-150,cluster4,3.5,6,X,14.7,338
FORD,T-150,cluster4,3.7,6,X,14.8,340
FORD,T-150,cluster4,3.7,6,E,19.7,315
FORD,TAURUS,cluster0,2.0,4,X,9.1,209
FORD,TAURUS,cluster0,3.5,6,X,11.9,274
FORD,TAURUS,cluster0,3.5,6,X,10.4,239
FORD,TAURUS,cluster0,3.5,6,E,14.7,235
FORD,TAURUS,cluster0,3.5,6,X,11.3,260
FORD,TAURUS,cluster0,3.5,6,E,16.0,256
FORD,TRANSIT CONNECT,cluster3,1.6,4,X,9.4,216
FORD,TRANSIT CONNECT,cluster3,2.5,4,X,9.9,228
FORD,TRANSIT CONNECT,cluster3,2.5,4,X,10.2,235
FORD,TRANSIT CONNECT,cluster3,2.5,4,X,10.4,239
GMC,ACADIA,cluster6,3.6,6,X,12.3,283
GMC,ACADIA,cluster6,3.6,6,X,12.6,290
GMC,CANYON,cluster2,2.5,4,X,10.5,242
GMC,CANYON,cluster2,2.5,4,X,10.8,248
GMC,CANYON,cluster2,3.6,6,X,11.3,260
GMC,CANYON,cluster2,2.5,4,X,11.3,260
GMC,CANYON,cluster2,3.6,6,X,11.8,271
GMC,SAVANA,cluster4,4.8,8,X,18.0,414
GMC,SAVANA,cluster4,6.0,8,X,18.8,432
GMC,SAVANA,cluster4,6.0,8,X,18.8,432
GMC,SAVANA,cluster4,6.0,8,E,25.9,414
GMC,SAVANA,cluster4,4.8,8,X,18.1,416
GMC,SAVANA,cluster4,6.0,8,X,19.0,437
GMC,SAVANA,cluster4,6.0,8,X,19.0,437
GMC,SAVANA,cluster4,6.0,8,E,26.1,418
GMC,SIERRA,cluster6,4.3,6,X,11.9,274
GMC,SIERRA,cluster6,4.3,6,E,17.1,274
GMC,SIERRA,cluster6,5.3,8,X,12.7,292
GMC,SIERRA,cluster6,5.3,8,E,17.2,275
GMC,SIERRA,cluster6,6.2,8,Z,14.0,322
GMC,SIERRA,cluster6,4.3,6,X,12.5,288
GMC,SIERRA,cluster6,4.3,6,E,18.0,288
GMC,SIERRA,cluster6,5.3,8,X,13.0,299
GMC,SIERRA,cluster6,5.3,8,E,17.5,280
GMC,SIERRA,cluster6,6.2,8,Z,14.2,327
GMC,TERRAIN,cluster3,2.4,4,X,9.1,209
GMC,TERRAIN,cluster3,2.4,4,X,9.1,209
GMC,TERRAIN,cluster3,2.4,4,E,13.4,214
GMC,TERRAIN,cluster3,3.6,6,X,12.1,278
GMC,TERRAIN,cluster3,2.4,4,X,10.0,230
GMC,TERRAIN,cluster3,3.6,6,X,12.6,290
GMC,YUKON,cluster6,5.3,8,X,12.7,292
GMC,YUKON,cluster6,5.3,8,E,17.2,275
GMC,YUKON,cluster6,5.3,8,X,13.0,299
GMC,YUKON,cluster6,5.3,8,E,17.6,282
GMC,YUKON,cluster6,6.2,8,Z,14.0,322
GMC,YUKON,cluster6,6.2,8,Z,13.8,317
GMC,YUKON,cluster6,5.3,8,X,12.7,292
GMC,YUKON,cluster6,5.3,8,E,17.2,275
GMC,YUKON,cluster6,5.3,8,X,13.3,306
GMC,YUKON,cluster6,5.3,8,E,19.1,306
GMC,YUKON,cluster6,6.2,8,Z,14.5,334
GMC,YUKON,cluster6,6.2,8,Z,14.3,329
HONDA,ACCORD,cluster0,2.4,4,X,7.8,179
HONDA,ACCORD,cluster0,2.4,4,X,8.0,184
HONDA,ACCORD,cluster0,2.4,4,X,8.7,200
HONDA,ACCORD,cluster0,3.5,6,X,9.1,209
HONDA,ACCORD,cluster0,3.5,6,X,9.5,219
HONDA,ACCORD,cluster0,3.5,6,X,10.9,251
HONDA,ACCORD,cluster0,2.0,4,X,5.0,115
HONDA,CIVIC,cluster0,1.8,4,X,7.1,163
HONDA,CIVIC,cluster0,1.8,4,X,7.2,166
HONDA,CIVIC,cluster0,1.8,4,X,7.7,177
HONDA,CIVIC,cluster0,2.4,4,Z,9.4,216
HONDA,CIVIC,cluster0,1.5,4,X,5.2,120
HONDA,CR-V,cluster3,2.4,4,X,7.8,179
HONDA,CR-V,cluster3,2.4,4,X,8.3,191
HONDA,CR-Z,cluster5,1.5,4,X,6.3,145
HONDA,CR-Z,cluster5,1.5,4,X,6.9,159
HONDA,FIT,cluster3,1.5,4,X,6.4,147
HONDA,FIT,cluster3,1.5,4,X,6.8,156
HONDA,FIT,cluster3,1.5,4,X,7.3,168
HONDA,ODYSSEY,cluster2,3.5,6,X,10.6,244
HONDA,PILOT,cluster3,3.5,6,X,11.5,264
HONDA,PILOT,cluster3,3.5,6,X,12.0,276
HYUNDAI,ACCENT,cluster0,1.6,4,X,7.7,177
HYUNDAI,ACCENT,cluster0,1.6,4,X,7.6,175
HYUNDAI,ELANTRA,cluster0,1.8,4,X,7.5,172
HYUNDAI,ELANTRA,cluster0,1.8,4,X,7.7,177
HYUNDAI,ELANTRA,cluster0,2.0,4,X,8.3,191
HYUNDAI,ELANTRA,cluster0,2.0,4,X,8.5,196
HYUNDAI,ELANTRA,cluster0,2.0,4,X,8.3,191
HYUNDAI,ELANTRA,cluster0,2.0,4,X,8.3,191
HYUNDAI,ELANTRA,cluster0,2.0,4,X,8.6,198
HYUNDAI,ELANTRA,cluster0,2.0,4,X,8.5,196
HYUNDAI,EQUUS,cluster0,5.0,8,Z,13.3,306
HYUNDAI,GENESIS,cluster0,3.8,6,X,12.1,278
HYUNDAI,GENESIS,cluster0,5.0,8,Z,14.2,327
HYUNDAI,GENESIS,cluster0,3.8,6,Z,12.3,283
HYUNDAI,GENESIS,cluster0,3.8,6,Z,12.4,285
HYUNDAI,SANTA FE,cluster3,3.3,6,X,11.3,260
HYUNDAI,SANTA FE,cluster3,3.3,6,X,11.5,264
HYUNDAI,SANTA FE,cluster3,2.4,4,X,10.3,237
HYUNDAI,SANTA FE,cluster3,2.0,4,X,11.5,264
HYUNDAI,SANTA FE,cluster3,2.4,4,X,11.1,255
HYUNDAI,SANTA FE,cluster3,3.3,6,X,12.5,287
HYUNDAI,SONATA,cluster0,2.0,4,X,9.1,209
HYUNDAI,SONATA,cluster0,2.4,4,X,8.4,193
HYUNDAI,SONATA,cluster0,2.4,4,X,8.4,193
HYUNDAI,SONATA,cluster0,2.4,4,X,6.3,145
HYUNDAI,SONATA,cluster0,2.4,4,X,6.3,145
HYUNDAI,TUCSON,cluster3,2.0,4,X,9.3,214
HYUNDAI,TUCSON,cluster3,2.0,4,X,10.1,232
HYUNDAI,TUCSON,cluster3,2.4,4,X,10.0,230
HYUNDAI,TUCSON,cluster3,2.0,4,X,10.4,239
HYUNDAI,TUCSON,cluster3,2.4,4,X,10.6,244
HYUNDAI,VELOSTER,cluster0,1.6,4,X,7.7,177
HYUNDAI,VELOSTER,cluster0,1.6,4,X,8.0,184
HYUNDAI,VELOSTER,cluster0,1.6,4,X,8.8,202
HYUNDAI,VELOSTER,cluster0,1.6,4,X,8.5,196
INFINITI,Q50,cluster0,3.7,6,Z,10.3,237
INFINITI,Q50,cluster0,3.7,6,Z,10.8,248
INFINITI,Q50,cluster0,3.5,6,Z,7.5,172
INFINITI,Q50,cluster0,3.5,6,Z,8.2,189
INFINITI,Q60,cluster0,3.7,6,Z,10.7,246
INFINITI,Q60,cluster0,3.7,6,Z,11.6,267
INFINITI,Q60,cluster0,3.7,6,Z,11.5,264
INFINITI,Q60,cluster0,3.7,6,Z,11.7,269
INFINITI,Q60,cluster0,3.7,6,Z,12.3,283
INFINITI,Q70,cluster0,3.7,6,Z,11.0,253
INFINITI,Q70,cluster0,5.6,8,Z,12.4,285
INFINITI,Q70,cluster0,3.7,6,Z,11.6,267
INFINITI,Q70,cluster0,5.6,8,Z,12.9,297
INFINITI,Q70,cluster0,3.5,6,Z,7.5,172
INFINITI,QX50 AWD,cluster3,3.7,6,Z,11.9,274
INFINITI,QX60,cluster3,3.5,6,Z,10.1,232
INFINITI,QX60,cluster3,3.5,6,Z,10.7,246
INFINITI,QX60,cluster6,2.5,4,X,8.7,200
INFINITI,QX70,cluster3,3.7,6,Z,12.8,294
INFINITI,QX80,cluster6,5.6,8,Z,14.7,338
JAGUAR,F-TYPE,cluster5,3.0,6,Z,10.3,237
JAGUAR,F-TYPE,cluster5,3.0,6,Z,10.3,237
JAGUAR,F-TYPE,cluster5,3.0,6,Z,10.6,244
JAGUAR,F-TYPE,cluster5,3.0,6,Z,10.6,244
JAGUAR,F-TYPE,cluster5,5.0,8,Z,12.8,294
JAGUAR,F-TYPE,cluster5,5.0,8,Z,12.8,294
JAGUAR,XF,cluster0,2.0,4,Z,10.5,242
JAGUAR,XF,cluster0,3.0,6,Z,11.6,267
JAGUAR,XFR,cluster0,5.0,8,Z,13.2,304
JAGUAR,XFR,cluster0,5.0,8,E,18.1,290
JAGUAR,XFR,cluster0,5.0,8,Z,13.2,304
JAGUAR,XJ,cluster0,3.0,6,Z,12.4,285
JAGUAR,XJ,cluster0,5.0,8,Z,13.3,306
JAGUAR,XJ,cluster0,5.0,8,E,17.5,280
JAGUAR,XJL,cluster0,3.0,6,Z,12.5,288
JAGUAR,XJL,cluster0,5.0,8,Z,13.3,306
JAGUAR,XJL,cluster0,5.0,8,E,17.5,280
JAGUAR,XJR,cluster0,5.0,8,Z,13.3,306
JAGUAR,XJR,cluster0,5.0,8,Z,13.3,306
JAGUAR,XKR,cluster0,5.0,8,Z,13.6,313
JAGUAR,XKR,cluster0,5.0,8,Z,13.4,308
JAGUAR,XKR,cluster0,5.0,8,Z,13.6,313
JAGUAR,XKR,cluster0,5.0,8,Z,13.4,308
JEEP,CHEROKEE,cluster3,2.4,4,X,9.5,218
JEEP,CHEROKEE,cluster3,2.4,4,X,9.5,218
JEEP,CHEROKEE,cluster3,2.4,4,E,12.9,206
JEEP,CHEROKEE,cluster3,3.2,6,X,9.9,228
JEEP,CHEROKEE,cluster3,2.4,4,X,10.0,230
JEEP,CHEROKEE,cluster3,2.4,4,X,10.0,230
JEEP,CHEROKEE,cluster3,2.4,4,E,13.7,219
JEEP,CHEROKEE,cluster3,3.2,6,X,10.2,235
JEEP,CHEROKEE,cluster3,2.4,4,X,10.1,232
JEEP,CHEROKEE,cluster3,3.2,6,X,10.9,251
JEEP,CHEROKEE,cluster3,2.4,4,X,10.9,251
JEEP,CHEROKEE,cluster3,3.2,6,X,10.8,248
JEEP,COMPASS,cluster3,2.0,4,X,9.9,228
JEEP,COMPASS,cluster3,2.0,4,X,9.2,212
JEEP,COMPASS,cluster3,2.4,4,X,10.0,230
JEEP,COMPASS,cluster3,2.4,4,X,9.3,214
JEEP,COMPASS,cluster3,2.4,4,X,10.2,235
JEEP,COMPASS,cluster3,2.4,4,X,9.7,223
JEEP,COMPASS,cluster3,2.4,4,X,11.1,255
JEEP,CHEROKEE,cluster6,3.0,6,D,9.9,267
JEEP,CHEROKEE,cluster6,3.6,6,X,12.1,278
JEEP,CHEROKEE,cluster6,3.6,6,E,15.6,250
JEEP,CHEROKEE,cluster6,5.7,8,X,14.7,338
JEEP,CHEROKEE,cluster6,6.4,8,Z,15.8,363
JEEP,PATRIOT,cluster3,2.0,4,X,9.9,228
JEEP,PATRIOT,cluster3,2.0,4,X,9.2,212
JEEP,PATRIOT,cluster3,2.4,4,X,10.0,230
JEEP,PATRIOT,cluster3,2.4,4,X,9.3,214
JEEP,PATRIOT,cluster3,2.4,4,X,10.2,235
JEEP,PATRIOT,cluster3,2.4,4,X,9.7,223
JEEP,PATRIOT,cluster3,2.4,4,X,11.1,255
JEEP,RENEGADE,cluster3,1.4,4,X,8.8,202
JEEP,RENEGADE,cluster3,2.4,4,X,9.4,216
JEEP,RENEGADE,cluster3,2.4,4,E,12.2,195
JEEP,RENEGADE,cluster3,1.4,4,X,8.8,202
JEEP,RENEGADE,cluster3,2.4,4,X,9.8,225
JEEP,WRANGLER,cluster3,3.6,6,X,12.8,294
JEEP,WRANGLER,cluster3,3.6,6,X,12.8,294
JEEP,WRANGLER,cluster3,3.6,6,X,13.4,308
JEEP,WRANGLER,cluster3,3.6,6,X,13.4,308
KIA,CADENZA,cluster0,3.3,6,X,10.7,246
KIA,FORTE,cluster0,1.8,4,X,7.6,175
KIA,FORTE,cluster0,1.8,4,X,7.9,182
KIA,FORTE,cluster0,2.0,4,X,8.3,191
KIA,FORTE,cluster0,2.0,4,X,8.5,196
KIA,FORTE,cluster0,1.6,4,X,9.7,223
KIA,FORTE,cluster0,1.6,4,X,9.8,225
KIA,FORTE,cluster0,2.0,4,X,8.5,196
KIA,FORTE,cluster0,2.0,4,X,8.4,193
KIA,FORTE,cluster0,1.6,4,X,9.4,216
KIA,FORTE,cluster0,1.6,4,X,9.6,221
KIA,FORTE,cluster0,2.0,4,X,8.6,198
KIA,FORTE,cluster0,2.0,4,X,8.8,202
KIA,K900,cluster0,3.8,6,X,11.3,260
KIA,K900,cluster0,5.0,8,Z,13.3,306
KIA,OPTIMA,cluster0,2.0,4,X,9.9,228
KIA,OPTIMA,cluster0,2.4,4,X,8.7,200
KIA,OPTIMA,cluster0,2.4,4,X,6.3,145
KIA,OPTIMA,cluster0,2.4,4,X,6.4,147
KIA,RIO,cluster0,1.6,4,X,7.7,177
KIA,RIO,cluster0,1.6,4,X,7.7,177
KIA,RIO,cluster0,1.6,4,X,7.6,175
KIA,RONDO,cluster0,2.0,4,X,9.3,214
KIA,RONDO,cluster0,2.0,4,X,9.3,214
KIA,SEDONA,cluster2,3.3,6,X,11.6,267
KIA,SEDONA,cluster2,3.3,6,X,11.4,262
KIA,SEDONA,cluster2,3.3,6,X,12.5,288
KIA,SORENTO,cluster3,2.4,4,X,10.4,239
KIA,SORENTO,cluster3,3.3,6,X,11.1,255
KIA,SORENTO,cluster3,2.4,4,X,10.9,251
KIA,SORENTO,cluster3,3.3,6,X,11.8,271
KIA,SOUL,cluster3,1.6,4,X,8.9,205
KIA,SOUL,cluster3,1.6,4,X,9.0,207
KIA,SOUL,cluster3,2.0,4,X,9.0,207
KIA,SOUL,cluster3,2.0,4,X,8.8,202
KIA,SPORTAGE,cluster3,2.4,4,X,10.0,230
KIA,SPORTAGE,cluster3,2.4,4,X,11.3,260
KIA,SPORTAGE,cluster3,2.0,4,X,11.3,260
KIA,SPORTAGE,cluster3,2.4,4,X,10.7,246
others,AVENTADOR,cluster5,6.5,12,Z,17.9,412
others,AVENTADOR,cluster5,6.5,12,Z,19.7,453
others,HURACAN,cluster5,5.2,10,Z,14.5,334
others,VENENO,cluster5,6.5,12,Z,18.4,423
LAND ROVER,LR2,cluster3,2.0,4,Z,11.9,274
LAND ROVER,LR4,cluster6,3.0,6,Z,14.3,329
LAND ROVER,RANGE ROVER,cluster6,3.0,6,Z,12.3,283
LAND ROVER,RANGE ROVER,cluster6,5.0,8,Z,15.1,347
LAND ROVER,RANGE ROVER,cluster6,5.0,8,E,21.4,342
LAND ROVER,RANGE ROVER,cluster6,5.0,8,Z,15.1,347
LAND ROVER,RANGE ROVER,cluster6,5.0,8,E,21.4,342
LAND ROVER,RANGE ROVER,cluster3,2.0,4,Z,9.7,223
LAND ROVER,RANGE ROVER,cluster3,2.0,4,Z,9.7,223
LAND ROVER,RANGE ROVER,cluster6,3.0,6,Z,12.4,285
LAND ROVER,RANGE ROVER,cluster6,5.0,8,Z,14.7,338
LAND ROVER,RANGE ROVER,cluster6,5.0,8,E,20.7,331
LEXUS,CT,cluster0,1.8,4,X,5.7,131
LEXUS,ES,cluster0,2.5,4,X,5.9,136
LEXUS,ES,cluster0,3.5,6,X,9.6,221
LEXUS,GS,cluster0,3.5,6,Z,10.6,244
LEXUS,GS,cluster0,3.5,6,Z,11.0,253
LEXUS,GS,cluster0,3.5,6,Z,7.5,172
LEXUS,GX,cluster6,4.6,8,Z,13.9,320
LEXUS,IS,cluster0,2.5,6,Z,9.6,221
LEXUS,IS,cluster0,2.5,6,Z,10.4,239
LEXUS,IS,cluster0,2.5,6,Z,9.6,221
LEXUS,IS,cluster0,3.5,6,Z,10.6,244
LEXUS,IS,cluster0,3.5,6,Z,11.0,253
LEXUS,IS,cluster0,3.5,6,Z,10.6,244
LEXUS,LS,cluster0,4.6,8,Z,12.3,283
LEXUS,LS,cluster0,4.6,8,Z,12.9,297
LEXUS,LS,cluster0,4.6,8,Z,12.9,297
LEXUS,LS,cluster0,5.0,8,Z,11.5,264
LEXUS,LX 570,cluster6,5.7,8,Z,16.6,382
LEXUS,NX,cluster3,2.0,4,Z,9.6,221
LEXUS,NX,cluster3,2.0,4,Z,9.9,228
LEXUS,NX,cluster3,2.5,4,X,7.4,170
LEXUS,RC,cluster0,3.5,6,Z,10.6,244
LEXUS,RC,cluster0,3.5,6,Z,11.0,253
LEXUS,RC,cluster0,5.0,8,Z,12.6,290
LEXUS,RX,cluster3,3.5,6,X,11.7,269
LEXUS,RX,cluster3,3.5,6,X,11.1,255
LEXUS,RX,cluster3,3.5,6,Z,8.2,189
LINCOLN,MKC,cluster3,2.0,4,X,10.9,251
LINCOLN,MKC,cluster3,2.3,4,X,11.2,258
LINCOLN,MKS,cluster0,3.5,6,X,11.9,274
LINCOLN,MKS,cluster0,3.7,6,X,11.2,258
LINCOLN,MKT,cluster6,3.5,6,X,12.8,294
LINCOLN,MKT,cluster3,2.0,4,X,10.1,232
LINCOLN,MKT,cluster3,3.7,6,X,12.2,281
LINCOLN,MKX,cluster3,3.7,6,X,12.1,278
LINCOLN,MKZ,cluster0,2.0,4,X,8.9,205
LINCOLN,MKZ,cluster0,3.7,6,X,11.3,260
LINCOLN,MKZ,cluster0,2.0,4,X,5.8,133
LINCOLN,NAVIGATOR,cluster6,3.5,6,X,14.2,327
LINCOLN,NAVIGATOR,cluster6,3.5,6,X,14.4,331
others,GHIBLI,cluster0,3.0,6,Z,12.7,292
others,GHIBLI,cluster0,3.0,6,Z,12.8,294
others,GRANTURISMO,cluster0,4.7,8,Z,15.1,347
others,GRANTURISMO,cluster0,4.7,8,Z,15.2,350
others,QUATTROPORTE,cluster0,3.8,8,Z,14.5,334
others,QUATTROPORTE,cluster0,3.0,6,Z,13.0,299
MAZDA,CX-5,cluster3,2.0,4,X,8.2,189
MAZDA,CX-5,cluster3,2.0,4,X,8.0,184
MAZDA,CX-5,cluster3,2.5,4,X,8.6,198
MAZDA,CX-5,cluster3,2.0,4,X,8.5,196
MAZDA,CX-5,cluster3,2.5,4,X,9.0,207
MAZDA,CX-9,cluster3,3.7,6,X,12.3,283
MAZDA,CX-9,cluster3,3.7,6,X,12.7,292
MAZDA,MAZDA3,cluster0,2.0,4,X,6.9,159
MAZDA,MAZDA3,cluster0,2.0,4,X,7.0,161
MAZDA,MAZDA3,cluster0,2.5,4,X,7.4,170
MAZDA,MAZDA3,cluster0,2.5,4,X,7.2,166
MAZDA,MAZDA3,cluster0,2.5,4,X,8.0,184
MAZDA,MAZDA3,cluster0,2.0,4,X,7.0,161
MAZDA,MAZDA3,cluster0,2.0,4,X,7.1,163
MAZDA,MAZDA3,cluster0,2.5,4,X,7.7,177
MAZDA,MAZDA3,cluster0,2.5,4,X,7.2,166
MAZDA,MAZDA3,cluster0,2.5,4,X,8.1,186
MAZDA,MAZDA5,cluster2,2.5,4,X,9.6,221
MAZDA,MAZDA5,cluster2,2.5,4,X,9.8,225
MAZDA,MAZDA6,cluster0,2.5,4,X,7.6,175
MAZDA,MAZDA6,cluster0,2.5,4,X,8.1,186
MAZDA,MAZDA6,cluster0,2.5,4,X,7.3,168
MAZDA,MX-5,cluster5,2.0,4,Z,10.1,232
MAZDA,MX-5,cluster5,2.0,4,Z,9.6,221
MAZDA,MX-5,cluster5,2.0,4,Z,9.9,228
MERCEDES-BENZ,B,cluster3,2.0,4,Z,8.0,184
MERCEDES-BENZ,B,cluster3,2.0,4,Z,8.9,205
